pdf_hash;unit_id;host_unit;host_age;host_age_method;host_age_reliability;target_name;target_role;evidence_pages
E285F475;4;SCH;HCRE;UPBLA;INF;Cangrejos;MAIN;59
E285F475;5;MGB;HCRE;RINF;STA;Cangrejos;MAIN;59
E285F475;6;QDI;HNEO;UPBLA;INF;Cangrejos;MAIN;59
E285F475;7;IBX;HNEO;RINF;STA;Cangrejos;MAIN;59
E285F475;8;HBX;HNEO;RINF;STA;Cangrejos;MAIN;59|60
E285F475;9;BRX;HNEO;RINF;STA;Cangrejos;MAIN;60
E29A5471;1;DAC;HNEO;UPB;INF;La Arena Porphyry;MAIN;69
E2ABC432;1;BAS;HPGE;UNK;STA;El Peñón;MAIN;42|44|46
E2ABC432;2;RHY;HPGE;UNK;STA;El Peñón;MAIN;42|44|46
E2ABC432;3;VBX;HPGE;UNK;STA;El Peñón;MAIN;42|44
E2ABC432;4;AND;HPGE;UNK;STA;El Peñón;MAIN;42|44
E2ABC432;5;DAC;HPGE;UNK;STA;El Peñón;MAIN;42|44
E2ABC432;6;TUF;HPGE;UNK;STA;El Peñón;MAIN;42|44
E2ABC432;7;IGN;HPGE;UNK;STA;El Peñón;MAIN;42
E29C6FAB;1;AND;HNEO;UNK;INF;Jumbo Trend;MAIN;41|48
E29C6FAB;2;LAT;HNEO;UNK;INF;Jumbo Trend;MAIN;41|48
E29C6FAB;3;DAC;HNEO;UNK;INF;Jumbo Trend;MAIN;41
E29C6FAB;4;AND;HNEO;UNK;INF;Jumbo Trend;MAIN;41
E29C6FAB;5;TUF;HNEO;UNK;INF;Jumbo Trend;MAIN;41
E29C6FAB;6;GRD;HUNK;UNK;N/A;Jumbo Trend;MAIN;57
E2B30D82;1;BIF;HNEA;UNK;STA;Makapela;MAIN;19|21|25
E2B30D82;2;BAS;HNEA;UNK;STA;Makapela;MAIN;19|21|25
E2B30D82;3;QTZ;HNEA;UNK;STA;Makapela;MAIN;19|21
E2B30D82;4;QFP;HNEA;UNK;STA;Makapela;MAIN;19|21|25
E2B2B0C9;1;AND;HNEO;UNK;STA;Loma Larga;MAIN;59|60|62
E2B2B0C9;2;TUF;HNEO;UNK;STA;Loma Larga;MAIN;59|60|62
E2B2B0C9;3;VBX;HNEO;UNK;STA;Loma Larga;MAIN;59|60
E2B21F79;1;DIO;HPGE;UNK;STA;Çöpler;MAIN;85|86|88
E2B21F79;2;MON;HPGE;UNK;STA;Çöpler;MAIN;85|86
E2B21F79;3;MSD;HPER;UNK;STA;Çöpler;MAIN;85|88
E2B21F79;4;LST;HPER;UNK;STA;Çöpler;MAIN;85|88
E2B21F79;5;MBL;HPER;UNK;STA;Çöpler;MAIN;85
E2B21F79;6;QDI;HPGE;UNK;STA;Çöpler;MAIN;85|86
E2D54798;1;DIO;HJUR;UNK;INF;Atsutla Gold Project;MAIN;59|66|74
E2D54798;2;QDI;HJUR;UNK;INF;Atsutla Gold Project;MAIN;59|66|74
E2D54798;3;TON;HJUR;UNK;INF;Atsutla Gold Project;MAIN;59|66
E2D54798;4;GRD;HJUR;UNK;INF;Atsutla Gold Project;MAIN;59|66
E2D54798;5;MUD;HUNK;UNK;N/A;Atsutla Gold Project;MAIN;66
E2D54798;6;SLT;HUNK;UNK;N/A;Atsutla Gold Project;MAIN;66
E2D54798;7;LST;HUNK;UNK;N/A;Atsutla Gold Project;MAIN;66
E2D54798;8;PHL;HUNK;UNK;N/A;Atsutla Gold Project;MAIN;66
E2D54798;9;MBL;HUNK;UNK;N/A;Atsutla Gold Project;MAIN;66
E2D54798;10;TON;HCRE;UNK;INF;Atsutla Gold Project;MAIN;59|70
E2D54798;11;QFP;HCRE;UNK;INF;Atsutla Gold Project;MAIN;59|70
E2D54798;12;GRD;HCRE;UNK;INF;Atsutla Gold Project;MAIN;59|70
E2D54798;13;APL;HCRE;UNK;INF;Atsutla Gold Project;MAIN;59|70
E2D54798;14;TUF;HTRI;UNK;STA;Atsutla Gold Project;MAIN;59|70
E2D54798;15;VBX;HTRI;UNK;STA;Atsutla Gold Project;MAIN;59|70
E2D54798;16;BAS;HTRI;UNK;STA;Atsutla Gold Project;MAIN;59|70
E2D54798;17;AND;HTRI;UNK;STA;Atsutla Gold Project;MAIN;59|70
E2D54798;18;SRP;HUNK;UNK;N/A;Atsutla Gold Project;MAIN;75
E327A851;1;RHY;HNEA;UNK;INF;Westwood;MAIN;100|105|111|112|117
E327A851;2;DAC;HNEA;UNK;INF;Westwood;MAIN;100|111|112|117
E327A851;3;AND;HNEA;UNK;INF;Westwood;MAIN;100|111|112|117
E327A851;4;BAS;HNEA;UNK;INF;Westwood;MAIN;100|111|112|117
E327A851;5;VBX;HNEA;UNK;INF;Westwood;MAIN;100|105|111|112
E327A851;6;TUF;HNEA;UNK;INF;Westwood;MAIN;100|105|112
E327A851;7;LPT;HNEA;UNK;INF;Westwood;MAIN;100|111
E327A851;8;RDC;HNEA;UNK;INF;Westwood;MAIN;100|111|112
E327A851;9;DIA;HNEA;UNK;INF;Westwood;MAIN;100|111
E327A851;10;DIA;HNEA;UNK;INF;Westwood;MAIN;100|111
E327A851;11;FLS;HNEA;UNK;INF;Westwood;MAIN;100|111
E3282C7E;1;AND;HNEO;UNK;INF;Grey Eagle;MAIN;31|40|58
E3282C7E;2;LAT;HNEO;UNK;INF;Grey Eagle;MAIN;31|40
E3282C7E;3;VBX;HNEO;UNK;INF;Grey Eagle;MAIN;31
E3282C7E;4;TUF;HNEO;UNK;INF;Grey Eagle;MAIN;31
E32DEE85;1;TUF;HCRE;UNK;STA;South Zone;MAIN;54|55|59|65|68|69
E32DEE85;2;RHY;HCRE;UNK;STA;South Zone;MAIN;54|55|59|65|68
E32DEE85;3;TUF;HCRE;UNK;STA;South Zone;MAIN;54|55|59|68|69
E32DEE85;4;AND;HCRE;UNK;STA;South Zone;MAIN;54|55|59|68|69
E34FD589;1;BAS;PPT;UNK;ERA;Yaoure Central;MAIN;35|40
E34FD589;2;GRD;PPT;UNK;ERA;Yaoure Central;MAIN;35|36|42
E36E72E5;1;SLT;HUNK;UNK;N/A;Bessell's Reward;MAIN;29|38
E36E72E5;2;SND;HUNK;UNK;N/A;Bessell's Reward;MAIN;29|38|42
E36E72E5;3;MUD;HUNK;UNK;N/A;Bessell's Reward;MAIN;29|38
E361791E;1;SND;HCRE;UNK;STA;Camino Rojo;MAIN;59|64
E361791E;2;SLT;HCRE;UNK;STA;Camino Rojo;MAIN;59|64
E361791E;3;MUD;HCRE;UNK;STA;Camino Rojo;MAIN;59|64
E361791E;4;CBS;HCRE;UNK;STA;Camino Rojo;MAIN;59|64
E361791E;5;SHA;HCRE;UNK;STA;Camino Rojo;MAIN;59|62|64
E361791E;6;LST;HCRE;UNK;STA;Camino Rojo;MAIN;59|61|62|64
E361791E;7;CHT;HCRE;UNK;STA;Camino Rojo;MAIN;59|62
E361791E;8;DPO;HCRE;UPBZ;INF;Camino Rojo;MAIN;66|68
E361791E;9;FPO;HCRE;UPBZ;INF;Camino Rojo;MAIN;66|68
E361791E;10;FPO;HCRE;UPBZ;INF;Camino Rojo;MAIN;66|68
E361791E;11;HRN;HCRE;UNK;STA;Camino Rojo;MAIN;61|66
E361791E;12;MBL;HCRE;UNK;STA;Camino Rojo;MAIN;67
E3674AF8;1;SCH;PRT;UNK;ERA;San Roque Project;MAIN;37|41
E3674AF8;2;MSD;PRT;UNK;ERA;San Roque Project;MAIN;37
E3674AF8;3;MUD;HJUR;UNK;STA;San Roque Project;MAIN;37
E3674AF8;4;CON;HJUR;UNK;STA;San Roque Project;MAIN;37
E3674AF8;5;IGN;HJUR;UNK;STA;San Roque Project;MAIN;37|41
E3674AF8;6;HBX;HJUR;UNK;STA;San Roque Project;MAIN;37|38|41
E3674AF8;7;TUF;HJUR;UNK;STA;San Roque Project;MAIN;37|41
E3674AF8;8;SYE;HJUR;UNK;STA;San Roque Project;MAIN;38
E3FA4B10;1;BAS;ARC;UNK;ERA;Lac Burge;MAIN;18|19
E3FA4B10;2;BIF;ARC;UNK;ERA;Lac Burge;MAIN;18|19|20
E3FA4B10;3;TRB;ARC;UNK;ERA;Lac Burge;MAIN;18
E3FA4B10;4;CON;ARC;UNK;ERA;Lac Burge;MAIN;18|19
E3FA4B10;5;SHA;ARC;UNK;ERA;Lac Burge;MAIN;18
E3FA4B10;6;CHT;ARC;UNK;ERA;Lac Burge;MAIN;18|19
E3FA4B10;7;DIO;ARC;UNK;ERA;Lac Burge;MAIN;18|19|26
E3FA4B10;8;TON;ARC;UNK;ERA;Lac Burge;MAIN;18
E3FA4B10;9;MDI;ARC;UNK;ERA;Lac Burge;MAIN;18
E3FA4B10;10;GRD;ARC;UNK;ERA;Lac Burge;MAIN;18|20|26
E3FA4B10;11;SYE;ARC;UNK;ERA;Lac Burge;MAIN;18
E3FA4B10;12;BAS;ARC;UNK;ERA;Lac Burge;MAIN;18|19|20|26
E3FA4B10;13;AND;ARC;UNK;ERA;Lac Burge;MAIN;19
E3FA4B10;14;VCL;ARC;UNK;ERA;Lac Burge;MAIN;19|20
E3FA4B10;15;QFP;ARC;UNK;ERA;Lac Burge;MAIN;19
E3FA4B10;16;RHY;ARC;UNK;ERA;Lac Burge;MAIN;19
E3FA4B10;17;TUF;ARC;UNK;ERA;Lac Burge;MAIN;19|22
E3FA4B10;18;VBX;ARC;UNK;ERA;Lac Burge;MAIN;19
E3FA4B10;19;GRW;ARC;UNK;ERA;Lac Burge;MAIN;19|20
E3FA4B10;20;ARGL;ARC;UNK;ERA;Lac Burge;MAIN;19|20
E3FA4B10;21;GAB;ARC;UNK;ERA;Lac Burge;MAIN;19|20
E3FA4B10;22;DIA;PRT;UNK;ERA;Lac Burge;MAIN;18|19
E3FA4B10;23;QDI;ARC;UNK;ERA;Lac Burge;MAIN;19
E3FA4B10;24;MSD;ARC;UNK;ERA;Lac Burge;MAIN;20
E43DE0D5;1;LST;HTRI;UNK;STA;Phoenix;MAIN;56|57
E43DE0D5;2;CON;HTRI;UNK;STA;Phoenix;MAIN;56|57
E43DE0D5;3;ARGL;HTRI;UNK;STA;Phoenix;MAIN;56|57
E43DE0D5;5;CHT;HUNK;UNK;N/A;Phoenix;MAIN;40|56|57
E43DE0D5;6;ARGL;HUNK;UNK;N/A;Phoenix;MAIN;40|56|57
E43DE0D5;7;GRN;HUNK;UNK;N/A;Phoenix;MAIN;40|56|57
E43DE0D5;8;LST;HUNK;UNK;N/A;Phoenix;MAIN;40|56|57
E414FEF4;1;TON;HNEA;UPBZ;INF;Zone 32;MAIN;57|59|62
E414FEF4;2;BAS;HNEA;UNK;STA;Zone 32;MAIN;57|59|63
E414FEF4;3;DIO;HUNK;UNK;N/A;Zone 32;MAIN;59|61|62
E414FEF4;4;GAB;HUNK;UNK;N/A;Zone 32;MAIN;59|62
E4434070;1;DAC;HJUR;BIO;STA;JT Deposit;MAIN;46|49|51
E4434070;2;LPT;HJUR;BIO;STA;JT Deposit;MAIN;46|49|51
E4434070;3;TUF;HJUR;BIO;STA;JT Deposit;MAIN;46|49|51
E4434070;4;MUD;HJUR;BIO;STA;JT Deposit;MAIN;46|49|51
E4434070;5;SND;HJUR;BIO;STA;JT Deposit;MAIN;46|49|51
E4434070;6;VBX;HJUR;BIO;STA;JT Deposit;MAIN;46|47|51
E4434070;7;AND;HJUR;BIO;STA;JT Deposit;MAIN;46|47|51
E4434070;8;IBX;HJUR;MAPREL;STA;JT Deposit;MAIN;50|51
E41A8FCC;1;AND;HTRI;UNK;STA;Grass Mountain;MAIN;21|26|30|31
E41A8FCC;2;VBX;HTRI;UNK;STA;Grass Mountain;MAIN;21
E41A8FCC;3;TUF;HTRI;UNK;STA;Grass Mountain;MAIN;21|31
E41A8FCC;4;RHY;HTRI;UNK;STA;Grass Mountain;MAIN;21|27
E41A8FCC;5;DAC;HTRI;UNK;STA;Grass Mountain;MAIN;21|27
E41A8FCC;6;PHL;HTRI;UNK;STA;Grass Mountain;MAIN;31
E41A8FCC;7;GRD;HJUR;UNK;STA;Grass Mountain;MAIN;21|30|31
E41A8FCC;8;DIO;HJUR;UNK;STA;Grass Mountain;MAIN;21|30
E41A8FCC;9;QDI;HJUR;UNK;STA;Grass Mountain;MAIN;21|30
E41A8FCC;10;HRN;HTRI;UNK;STA;Grass Mountain;MAIN;26
E41A8FCC;11;HBX;HUNK;UNK;N/A;Grass Mountain;MAIN;31
E41A8FCC;12;LAM;HUNK;UNK;N/A;Grass Mountain;MAIN;30
E41A8FCC;13;DPO;HUNK;UNK;N/A;Grass Mountain;MAIN;30
E41A8FCC;14;SYE;HUNK;UNK;N/A;Grass Mountain;MAIN;31
E41A8FCC;15;PDK;HUNK;UNK;N/A;Grass Mountain;MAIN;26
E49DB9F5;1;MSD;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;2;QZT;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;3;SCH;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;4;ARGL;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;5;HRN;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;6;GNS;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;7;GRN;HPER;UNK;STA;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;8;GRD;HUNK;UNK;N/A;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;9;DIO;HUNK;UNK;N/A;Gold Drop-North Star vein;MAIN;24|26
E49DB9F5;10;QFP;HJUR;UNK;STA;Gold Drop-North Star vein;MAIN;26
E46374E2;1;GRD;HORO;LCORR;STA;Barsele Central;MAIN;53|55|68
E46374E2;2;QMO;HORO;LCORR;STA;Barsele Central;MAIN;55|68
E4B0FE4F;1;VBX;HTRI;UNK;STA;Kliyul Main Zone;MAIN;30|38
E4B0FE4F;2;BAS;HTRI;UNK;STA;Kliyul Main Zone;MAIN;30|38
E4B0FE4F;3;VCL;HTRI;UNK;STA;Kliyul Main Zone;MAIN;30|38
E4B0FE4F;4;FPO;HUNK;UNK;N/A;Kliyul Main Zone;MAIN;35|38
E4B0FE4F;5;DIO;HUNK;UNK;N/A;Kliyul Main Zone;MAIN;35|38
E4F9B916;1;DIO;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166|168
E4F9B916;2;MSD;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166|168
E4F9B916;3;BAS;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166|168|170
E4F9B916;4;BIF;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|164|166|170
E4F9B916;5;RHY;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166
E4F9B916;6;DAC;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166
E4F9B916;7;TRC;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166
E4F9B916;8;AND;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|166
E4F9B916;9;GAB;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|168
E4F9B916;10;PEG;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|168
E4F9B916;11;GRW;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|168
E4F9B916;12;SLT;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|168
E4F9B916;13;MUD;HNEA;UNK;STA;South Uchi Property;MAIN;162|163|168
E503C8FB;1;AND;HPGE;UNK;STA;Cristina;MAIN;28|30|32|33
E503C8FB;2;GRD;HCRE;UNK;STA;Cristina;MAIN;28|30|32
E503C8FB;3;DAC;HPGE;UNK;STA;Cristina;MAIN;30
E503C8FB;4;AND;HCRE;UNK;STA;Cristina;MAIN;28|30
E503C8FB;5;GDP;HCRE;UNK;STA;Cristina;MAIN;30
E503C8FB;6;HBX;HUNK;UNK;N/A;Cristina;MAIN;31|32
E503C8FB;7;DIO;HPGE;UNK;STA;Cristina;MAIN;28
E503C8FB;8;RDC;HCRE;UNK;STA;Cristina;MAIN;28
E503C8FB;9;VBX;HPGE;UNK;STA;Cristina;MAIN;30
E50DA189;1;QZT;HECT;UNK;INF;Lullwitz-Kaeppeli Vein System;MAIN;22|24|26
E50DA189;2;QDI;PRT;UNK;ERA;Lullwitz-Kaeppeli Vein System;MAIN;26
E50DA189;3;GNS;HECT;UNK;INF;Lullwitz-Kaeppeli Vein System;MAIN;22|24
E50DA189;4;AMP;HECT;UNK;INF;Lullwitz-Kaeppeli Vein System;MAIN;22|24
E50DA189;5;GRA;PRT;UNK;ERA;Lullwitz-Kaeppeli Vein System;MAIN;24
E50DA189;6;MIG;HECT;UNK;INF;Lullwitz-Kaeppeli Vein System;MAIN;22|24
E50DA189;7;GRA;HECT;UNK;INF;Lullwitz-Kaeppeli Vein System;MAIN;22|24
E5263F14;1;GRW;PPT;UNK;ERA;Batman Deposit;MAIN;85|86
E5263F14;2;SHA;PPT;UNK;ERA;Batman Deposit;MAIN;85|86
E5263F14;3;TUF;PPT;UNK;ERA;Batman Deposit;MAIN;85|86
E5263F14;4;HRN;PPT;UNK;ERA;Batman Deposit;MAIN;85
E5263F14;5;SLT;PPT;UNK;ERA;Batman Deposit;MAIN;85
E50A3AA0;1;ARGL;HUNK;UNK;N/A;Skomac veins;MAIN;13|14
E50A3AA0;2;GRN;HUNK;UNK;N/A;Skomac veins;MAIN;13
E50A3AA0;3;SRP;HUNK;UNK;N/A;Skomac veins;MAIN;13
E52BB65D;1;TUF;HNEO;UNK;INF;Iron Butte Property;MAIN;42
E52BB65D;2;SLT;HUNK;UNK;N/A;Iron Butte Property;MAIN;42
E52BB65D;3;QZT;HUNK;UNK;N/A;Iron Butte Property;MAIN;42
E52BB65D;4;LST;HUNK;UNK;N/A;Iron Butte Property;MAIN;42
E52BB65D;5;CON;HUNK;UNK;N/A;Iron Butte Property;MAIN;42
E52BB65D;6;CHT;HCAR;UNK;STA;Iron Butte Property;MAIN;42
E52BB65D;7;HBX;HUNK;UNK;N/A;Iron Butte Property;MAIN;42
E52BB65D;8;RHY;HUNK;UNK;N/A;Iron Butte Property;MAIN;42|45
E52BB65D;9;VCL;HUNK;UNK;N/A;Iron Butte Property;MAIN;42
E5398BD1;1;SLT;HCAR;UNK;STA;Northwest Zone;MAIN;41
E5398BD1;2;SND;HCAR;UNK;STA;Northwest Zone;MAIN;41
E5398BD1;3;CON;HCAR;UNK;STA;Northwest Zone;MAIN;41
E5398BD1;4;VBX;HCAR;UNK;STA;Northwest Zone;MAIN;41
E5398BD1;5;MBL;HCAR;UNK;STA;Northwest Zone;MAIN;41
E5398BD1;6;TUF;HCAR;UNK;STA;Northwest Zone;MAIN;41
E554895E;1;GRW;HNEA;SCORR;STA;Fenelon Gold System;MAIN;72|74|76
E554895E;2;SLT;HNEA;SCORR;STA;Fenelon Gold System;MAIN;72|74|76
E554895E;3;MUD;HNEA;SCORR;STA;Fenelon Gold System;MAIN;72|74|76
E554895E;4;ARGL;HNEA;SCORR;STA;Fenelon Gold System;MAIN;72|74|76
E554895E;5;BIF;HNEA;SCORR;STA;Fenelon Gold System;MAIN;72|74|76
E554895E;6;DIO;HNEA;UNK;INF;Fenelon Gold System;MAIN;76
E554895E;7;GRD;HNEA;UNK;INF;Fenelon Gold System;MAIN;76
E554895E;8;GAB;HNEA;MAPREL;STA;Fenelon Gold System;MAIN;76|78
E554895E;9;UMF;HNEA;MAPREL;STA;Fenelon Gold System;MAIN;76|78
E554895E;10;PDK;HNEA;UNK;STA;Fenelon Gold System;MAIN;78
E55BDD75;1;MGB;HSTE;UNK;INF;Bleka;MAIN;28|29
E55BDD75;2;AMP;HSTE;UNK;INF;Bleka;MAIN;29
E55BDD75;3;QZT;HECT;UNK;INF;Bleka;MAIN;25|28|29
E55BDD75;4;SCH;HECT;UNK;INF;Bleka;MAIN;25|28
E55BDD75;5;MCG;HECT;UNK;INF;Bleka;MAIN;25|28
E53CE319;1;BAS;HNEA;UNK;INF;Douay;MAIN;40|41|44|45|46|47|48
E53CE319;2;GAB;HNEA;UNK;INF;Douay;MAIN;40|41|44
E53CE319;3;UMF;HNEA;UNK;INF;Douay;MAIN;40|47
E53CE319;4;CHT;HNEA;UNK;STA;Douay;MAIN;40|47
E53CE319;5;MUD;HNEA;UNK;INF;Douay;MAIN;40|41
E53CE319;6;GRW;HNEA;UNK;INF;Douay;MAIN;40|41
E53CE319;7;CON;HNEA;UNK;INF;Douay;MAIN;40|41
E53CE319;8;TUF;HNEA;UNK;INF;Douay;MAIN;40|41|47
E53CE319;9;SYE;HNEA;UNK;INF;Douay;MAIN;40|41|45|46|48
E53CE319;10;ARGL;HNEA;UNK;STA;Douay;MAIN;47
E56ADBBE;1;AND;HPGE;UNK;STA;Amulsar;MAIN;53|54
E56ADBBE;2;CON;HPGE;UNK;STA;Amulsar;MAIN;53|54
E56ADBBE;3;SND;HPGE;UNK;STA;Amulsar;MAIN;53|54
E56ADBBE;4;SLT;HPGE;UNK;STA;Amulsar;MAIN;53|54
E56ADBBE;5;VBX;HPGE;UNK;STA;Amulsar;MAIN;53|54|61
E56ADBBE;6;HBX;HPGE;UNK;STA;Amulsar;MAIN;61
E56ADBBE;7;GRA;HPGE;UNK;STA;Amulsar;MAIN;55
E56ADBBE;8;QMO;HPGE;UNK;STA;Amulsar;MAIN;55
E56ADBBE;9;DIO;HPGE;UNK;STA;Amulsar;MAIN;55
E56ADBBE;10;MON;HPGE;UNK;STA;Amulsar;MAIN;55
E5D3B9B3;1;AND;NPT;UNK;ERA;Galat Sufar South;MAIN;65|67
E5D3B9B3;2;VCL;NPT;UNK;ERA;Galat Sufar South;MAIN;65|67
E5D3B9B3;3;DIO;NPT;UNK;ERA;Galat Sufar South;MAIN;65|67|69
E5D3B9B3;4;AND;NPT;UNK;ERA;Galat Sufar South;MAIN;67
E5D3B9B3;5;SCH;NPT;UNK;ERA;Galat Sufar South;MAIN;65|67
E595E195;1;GRN;ARC;UNK;ERA;Saganaga Property;MAIN;24|27|28|30|32|33|34|38|40
E595E195;2;MVL;ARC;UNK;ERA;Saganaga Property;MAIN;24|34|38
E595E195;3;RHY;ARC;UNK;ERA;Saganaga Property;MAIN;24|34|38
E595E195;4;MSD;ARC;UNK;ERA;Saganaga Property;MAIN;24|27|34|38
E595E195;5;BIF;ARC;UNK;ERA;Saganaga Property;MAIN;24|25|28|33|34
E595E195;6;UMF;ARC;UNK;ERA;Saganaga Property;MAIN;24|27|28|30|34|37
E595E195;7;AMP;ARC;UNK;ERA;Saganaga Property;MAIN;24|27|34
E595E195;8;PDK;ARC;UNK;ERA;Saganaga Property;MAIN;27|28|30|32|34|37|38|39|40
E595E195;9;GAB;ARC;UNK;ERA;Saganaga Property;MAIN;24|27|28|30|34|38|40
E595E195;10;CHT;ARC;UNK;ERA;Saganaga Property;MAIN;27|33|34|38
E595E195;11;TUF;ARC;UNK;ERA;Saganaga Property;MAIN;30|34
E595E195;12;SHZ;ARC;UNK;ERA;Saganaga Property;MAIN;32|34
E595E195;13;DIO;ARC;UNK;ERA;Saganaga Property;MAIN;24|30|34
E59F1995;1;SND;HCRE;UNK;STA;La Arena;MAIN;51|54|65
E59F1995;2;DAC;HNEO;UPBZ;INF;La Arena;MAIN;54|56
E59F1995;3;HBX;HUNK;UNK;N/A;La Arena;MAIN;65
E59F1995;4;MUD;HCRE;UNK;STA;La Arena;MAIN;52
E59F1995;5;SLT;HCRE;UNK;STA;La Arena;MAIN;52
E59F1995;6;SND;HCRE;UNK;STA;La Arena;MAIN;52
E59F1995;7;AND;HUNK;UNK;N/A;La Arena;MAIN;54|58
E6138919;1;AND;HUNK;UNK;N/A;Mercedes;MAIN;67|69|73|78
E6138919;2;VBX;HUNK;UNK;N/A;Mercedes;MAIN;69|71
E6138919;3;TUF;HUNK;UNK;N/A;Mercedes;MAIN;69|73|75
E6138919;4;VCL;HUNK;UNK;N/A;Mercedes;MAIN;69|75
E621508F;1;RHY;HPGE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;2;DAC;HPGE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;3;VBX;HPGE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;4;TUF;HPGE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;5;AND;HPGE;UNK;STA;Koster Dam Project;MAIN;12|17
E621508F;6;BAS;HPGE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;7;SLT;HCRE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;8;GRW;HCRE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;9;CON;HCRE;UNK;STA;Koster Dam Project;MAIN;12
E621508F;10;BAS;HNEO;UNK;STA;Koster Dam Project;MAIN;12
E621508F;11;SHA;HCRE;UNK;STA;Koster Dam Project;MAIN;12
E6327985;1;TON;HUNK;UNK;N/A;Tepal;MAIN;49|51
E6327985;2;TUF;HCRE;UNK;STA;Tepal;MAIN;49
E6327985;3;VBX;HCRE;UNK;STA;Tepal;MAIN;49
E6AD2FCF;1;TON;ARC;UNK;ERA;NDZ;MAIN;24|30|34
E6AD2FCF;2;BAS;ARC;UNK;ERA;NDZ;MAIN;24|30
E6AD2FCF;3;GAB;ARC;UNK;ERA;NDZ;MAIN;24|30
E6AD2FCF;4;QZT;ARC;UNK;ERA;NDZ;MAIN;24|30
E6AD2FCF;5;ARGL;ARC;UNK;ERA;NDZ;MAIN;24|30
E6AD2FCF;6;BIF;ARC;UNK;ERA;NDZ;MAIN;24|30
E6AD2FCF;7;AMP;ARC;UNK;ERA;NDZ;MAIN;24|34|37
E677AD84;1;AND;HJUR;UNK;STA;Premier;MAIN;110|113|118
E677AD84;2;TUF;HJUR;UNK;STA;Premier;MAIN;110|113
E677AD84;3;LPT;HJUR;UNK;STA;Premier;MAIN;110|113
E677AD84;4;SLT;HJUR;UNK;STA;Premier;MAIN;110|113
E677AD84;5;PDK;HJUR;UNK;STA;Premier;MAIN;107|110|113|118
E6A450F4;1;RHY;HNEO;UNK;INF;Bruner;MAIN;41|44|47
E6A450F4;2;VBX;HNEO;UNK;INF;Bruner;MAIN;41|44
E6A450F4;3;RHY;HUNK;UNK;N/A;Bruner;MAIN;41|49|52
E6A450F4;4;AND;HUNK;UNK;N/A;Bruner;MAIN;41|47|52
E6A450F4;5;VCL;HUNK;UNK;N/A;Bruner;MAIN;41|47
E6A450F4;6;BAS;HNEO;UNK;INF;Bruner;MAIN;49|50|52
E6A450F4;7;VBX;HNEO;UNK;INF;Bruner;MAIN;50
E6A450F4;8;VCL;HUNK;UNK;N/A;Bruner;MAIN;41|52
E6C29DFB;1;AND;HPGE;UNK;STA;Santa Elena;MAIN;36|42|43
E6C29DFB;2;RHY;HPGE;UNK;STA;Santa Elena;MAIN;36|42|43
E6C29DFB;3;GRD;HUNK;UNK;N/A;Santa Elena;MAIN;38
E709F8A5;1;GRD;HORO;UNK;STA;Björkdal;MAIN;25|26
E709F8A5;2;TON;HORO;UNK;STA;Björkdal;MAIN;25
E709F8A5;3;MVL;HORO;UNK;STA;Björkdal;MAIN;25|26
E709F8A5;4;MBL;HORO;UNK;STA;Björkdal;MAIN;25
E709F8A5;5;MSD;HORO;UNK;STA;Björkdal;MAIN;25
E6FD537C;1;QZT;MPT;UNK;ERA;Manguredjipa;MAIN;25|28|31
E6FD537C;2;SCH;MPT;UNK;ERA;Manguredjipa;MAIN;25|31
E6FD537C;3;GAB;MPT;UNK;ERA;Manguredjipa;MAIN;25|31
E6FD537C;4;DIA;MPT;UNK;ERA;Manguredjipa;MAIN;25|31
E6FD537C;5;SND;MPT;UNK;ERA;Manguredjipa;MAIN;25|31
E6FD537C;6;SND;MPT;UNK;ERA;Manguredjipa;MAIN;25|31
