pdf_hash;mineralization_id;mineralization_style;mineralization_texture;continuity;control_type;ore_minerals;gangue_minerals;target_name;target_role;evidence_pages
BBB59188;1;DIS;COL;NRP;COM;CRN|COF|URN|ROS;GYP|LIM|HEM|PYR|QTZ;Ivana;MAIN;37|38|40
BBD284C0;1;N/A;N/A;NRP;COM;N/A;SME|ILL;Grass Valley;MAIN;52|54|56
BBD284C0;2;DIS;N/A;NRP;COM;N/A;SME|ILL;Grass Valley;MAIN;52|54|56
BBDB221E;1;DIS;N/A;CNT;STG;MAG|ILM|RUT;N/A;Lac Dore;MAIN;42|43|45|46
BBDB221E;2;N/A;N/A;CNT;STG;MAG|ILM|RUT;N/A;Lac Dore;MAIN;42|43|45|46
BBF5FB5A;1;STR;N/A;CNT;STG;SYLV|HAL|CARN;CLY;Cory;MAIN;21|23|26|29
BBFA1AD0;1;BXH;CKS;NRP;COM;GRP;QTZ|SER|CAC;Rear Christmas Island (Hare Brook) Graphite Prospect;MAIN;19|20|21|24|29
BBFA1AD0;2;N/A;CKS;NRP;COM;GRP;QTZ|SER|CAC;Rear Christmas Island (Hare Brook) Graphite Prospect;MAIN;19|20|21|24|29
BBD7C48E;1;BXH;BRE;NRP;STR;NAU|CPY|PYR|ASP|SPH|GAL|TET|MOL;QTZ|TUR|HEM|CAC|BAR;Soledad tourmaline breccia pipes;MAIN;46|48|49
BBD7C48E;2;SHV;N/A;NRP;STR;PYR;QTZ;Soledad tourmaline breccia pipes;MAIN;46
BBD7C48E;3;VEN;N/A;NRP;STR;PYR;QTZ|TUR;Soledad tourmaline breccia pipes;MAIN;48
BBDF8FA9;1;MSV;N/A;NRP;COM;PYR|POH|SPH|GAL|CPY|MAG|ASP;BAR|QTZ|FLU;Arex and Ambrex;MAIN;40|42|46|47
BBDF8FA9;2;STK;N/A;NRP;COM;PYR|POH|SPH|GAL|CPY|MAG|ASP;BAR|QTZ|FLU;Arex and Ambrex;MAIN;40|42|46|47
BBDF8FA9;3;VEN;N/A;NRP;COM;PYR|POH|SPH|GAL|CPY|MAG|ASP;BAR|QTZ|FLU;Arex and Ambrex;MAIN;40|42|46|47
BBDF8FA9;4;DIS;N/A;NRP;COM;PYR|POH|SPH|GAL|CPY|MAG|ASP;BAR|QTZ|FLU;Arex and Ambrex;MAIN;40|42|46|47
BBFC1ADF;1;STR;BND;CNT;COM;MAG|HEM;QTZ|PYX|CUM|BIO;Lac Lamêlée South;MAIN;45|50|60|61|65|67
BC0AB846;1;MSV;CKS;NRP;STG;PYR|SPH|CPY|GAL|TET|COV|MRC|ASP;N/A;Murray Brook;MAIN;34|35|37
BC09C7C7;1;STK;UST;NRP;STR;CPY|BOR|PYR|ELC|NAU|MOL;QTZ|MAG|ANH|SER;Alpala;MAIN;80|81|86|87|88|90|95|115
BC09C7C7;2;VEN;UST;NRP;STR;CPY|BOR|PYR|ELC|NAU|MOL;QTZ|MAG|ANH|SER;Alpala;MAIN;80|81|86|87|88|90|95|115
BC09C7C7;3;BXH;UST;NRP;STR;CPY|BOR|PYR|ELC|NAU|MOL;QTZ|MAG|ANH|SER;Alpala;MAIN;80|81|86|87|88|90|95|115
BC17ECA3;1;DIS;N/A;NRP;COM;HEM|RHO|EPD|AXN|MAG|ASP|PYR|RDN|MNO|OLV|SID|ILM;QTZ|CLO|CAC|ALB;Iron Ore Hill;MAIN;26|27|31|32|33
BC402EDE;1;DIS;N/A;NRP;COM;CPY|BOR|MOL|NAG|NAU;QTZ|PYR;Quebrada Blanca;MAIN;53|55|56
BC402EDE;2;STK;N/A;NRP;COM;CPY|BOR|MOL|NAG|NAU;QTZ|PYR;Quebrada Blanca;MAIN;55|56
BC402EDE;3;N/A;N/A;NRP;N/A;CHC|ATC|CPR|BRC;N/A;Quebrada Blanca;MAIN;53
BC528F42;1;DIS;N/A;CNT;COM;SME|PETA;MGN|CAC|FSPU|MICU|DLM|TAL|CLO|QTZ|CHD;Basin East;MAIN;44|46|51|53
BC51476F;1;MSV;BRE;PLG;COM;PYR|CPY|POH|GAL|SPH|ASP|TET|NAU|TEN|CUB;QTZ|ACT|BIO;Ming Mine;MAIN;56|57|58
BC51476F;2;DIS;N/A;PLG;COM;PYR|CPY|SPH|GAL|POH|ASP;QTZ|CLO;Ming Mine;MAIN;56|58
BC51476F;3;STK;N/A;PLG;COM;PYR|CPY|SPH|GAL|POH|ASP;QTZ|CLO;Ming Mine;MAIN;56|58
BC51476F;4;SHM;N/A;PLG;COM;N/A;N/A;Ming Mine;MAIN;58
BC51476F;5;MSV;BND;PLG;COM;PYR|CPY;QTZ|ACT|BIO;Ming Mine;MAIN;56|57|58
BC51476F;6;MSV;OOL;PLG;COM;POH|PYR|SPH|CPY|GAL|MAG|BIS|ASP;N/A;Ming Mine;MAIN;58
BC51476F;7;MSV;N/A;PLG;COM;PYR|CPY|SPH|GAL|ASP|TET|BLG|STN|MAW|TEN|NAU;N/A;1806 Zone;MAIN;58
BC498F14;1;DIS;SYM;CNT;COM;CPY|PYR|MAG|BOR;QTZ|EPD|CLO|ALB|CAC;Lisle Zone;MAIN;66|67|68|69|71|72|77|87|89
BC498F14;2;STK;N/A;CNT;COM;CPY|PYR|MAG|BOR;N/A;Lisle Zone;MAIN;68|69|71|72|87|89
BC498F14;3;VEN;N/A;CNT;COM;CPY|PYR|MAG|BOR;N/A;Lisle Zone;MAIN;68|69|71|72|87|89
BC498F14;4;BXH;N/A;CNT;COM;CPY|PYR|MAG|BOR;N/A;Lisle Zone;MAIN;68|69|71|72|87|89
BC591773;1;N/A;N/A;NRP;COM;BRX;HAL|TRN;Teels Marsh;MAIN;29|30|35|36
BCABE52F;1;LAT;N/A;CNT;COM;N/A;KAO|QTZ|CLO|ILL;Carina;MAIN;60|61|63|75|78|80
BCBB9EF1;1;DIS;N/A;CNT;STR;DIA;GAR|OLV|ILM|DPS|CRM;Churchill Kimberlites;MAIN;27|29|30|40
BCD0575C;1;LAT;PSM;POD;COM;GOE|CLO|SPN|SRP|GARN;MAG|QTZ|GIB|SME|CRM;Mayaniquel Project;MAIN;49|50|51
BCAD3B17;1;STR;NET;NRP;STG;CPY|PYR|POH|PEN|PGM|ELC|NAU;TAL|CLO|QTZ|AMPH|PHL|PYX|ALB|OLV|CRM;Merensky Reef;MAIN;39|45|46
BCC74BEB;1;REP;N/A;POD;COM;SPH|GAL|CPY;GAR|ACT|EPD|QTZ|CAC|HEM|MAG|PYR;Reforma;MAIN;26|27
BCC74BEB;2;MSV;N/A;POD;COM;SPH|GAL|CPY;GAR|ACT|EPD|QTZ|CAC|HEM|MAG|PYR;Reforma;MAIN;27
BCC74BEB;3;DIS;N/A;POD;COM;SPH|GAL|CPY;CAC;Reforma;MAIN;27
BCE46F84;1;STR;GRB;CNT;STG;HAL|SYLV|CARN;ANH|GYP;GAS halite deposit;MAIN;68|72|73
BCDEFC93;1;STR;N/A;CNT;STG;CARN|SYLV;HAL|BISC|TCH|ANH|CAC|CLY;Banio Potash Project;MAIN;79|82|83|102
BCF00A48;1;DIS;N/A;NRP;STR;DIA;GAR|PYX|CRM|ILM;Bishop Claims;MAIN;41|42|43
BCE4F9DE;1;BXH;BRE;CNT;STR;URN|GAL|SPH|POH|PYR|CPY|ASP|CBT|EPD;FLU;Klappibacken;MAIN;28|32|33|34|36
BCE4F9DE;2;VEN;N/A;CNT;STR;URN;FLU;Klappibacken;MAIN;28|32|33|34|36
BD3BC3DF;1;MSV;BRE;NRP;STR;PYR|COV|ENG|BOR|CAL|SYL|KOS|ALT|NAU|GAL|SPH;QTZ|ALN|DIC|KAO;Čukaru Peki;MAIN;56|57|58|65
BD3BC3DF;2;VEN;N/A;NRP;STR;PYR|COV|ENG;QTZ|ALN;Čukaru Peki;MAIN;56|58|65
BD3BC3DF;3;STK;N/A;NRP;STR;PYR|COV|ENG;QTZ|ALN;Čukaru Peki;MAIN;56|58|65
BD3BC3DF;4;BXH;BRE;NRP;STR;COV|PYR;N/A;Čukaru Peki;MAIN;57|65
BD3BC3DF;5;DIS;N/A;NRP;STR;CPY;QTZ|SER;Čukaru Peki;MAIN;58|59|65
BD1CB0D3;1;VEN;N/A;CNT;STR;CST|COE|SPO|PETA|AMB|SPH;ALB|QTZ|KSP|ORT|MUS|KAO|APA|ZRN|CLO;Presqueiras-Taboazas;MAIN;43|45|47|48|49|50
BD5836A8;1;N/A;OOL;CNT;STG;APA;QTZ|FSPU|CLY;Paris Hills;MAIN;63|64|68
BD47BC99;1;LAT;VUG;NRP;COM;CLO|GOE|SME|MNO|GARN|OLV;QTZ|KAO|HEM|MAG|CRM|ILM|GIB|BRU|CAC|SPN;Vermelho;MAIN;58|59|60|62|64|67|71
BD6DD4CA;1;PLC;N/A;POD;STG;DIA;QTZ;Feature 8;MAIN;16|29|69|80
BD85FE02;1;SHM;N/A;CNT;COM;CHC|PYR;N/A;Fortuna and Teresa Shear Zone;MAIN;23|24|33
BD85FE02;2;VEN;N/A;CNT;COM;CHC|PYR;N/A;Fortuna and Teresa Shear Zone;MAIN;23|24|33
BD4FB4B5;1;MSV;BRE;NRP;COM;PYR|SPH|CPY|POH|MAG|GAL;TAL|CLO|QTZ|CAC;Bracemac-McLeod;MAIN;32|36|37|44|45|46|47|49|50|51|54
BD4FB4B5;2;STK;N/A;NRP;COM;PYR|SPH|CPY|POH|MAG|GAL;TAL|CLO|QTZ|CAC;Bracemac-McLeod;MAIN;36|37|45|47|56
BD4FB4B5;3;DIS;N/A;NRP;COM;PYR|SPH|CPY|POH|MAG;CLO|QTZ|CAC;Bracemac-McLeod;MAIN;36|37|56
BD86A808;1;N/A;N/A;NRP;N/A;RHO|KUT|SUR|MNO;QTZ|ALB|FSPU|MICU|APA|KAO|PYR;Chvaletice Manganese Project;MAIN;78|79
BDBB92DD;1;VEN;N/A;CNT;STR;CPY|CHC|PYR|BRC|CSC|TNR|NAU;QTZ;Zafranal Main Zone;MAIN;47|51|52|53
BDBB92DD;2;STK;N/A;CNT;STR;CPY|CHC|PYR|BRC|CSC|TNR|NAU;QTZ;Zafranal Main Zone;MAIN;47|51|52|53
BDBB92DD;3;DIS;N/A;CNT;STR;CPY|CHC|PYR|BRC|CSC|TNR|NAU;QTZ;Zafranal Main Zone;MAIN;47|51|52|53
BD8C9423;1;STR;N/A;NRP;STG;QTZ;SER|MUS|PYR;Ptarmigan Quartzite;MAIN;22|23|25|28
BDA1B15F;1;N/A;N/A;POD;COM;COLE|ULE|HOW|HBO|JRD;CAC|DLM;Piskanja;MAIN;32|37|38|40|41|43
BDA1B15F;2;VEN;VUG;NRP;N/A;N/A;N/A;Piskanja;MAIN;38|39
BDA1B15F;3;BXH;BRE;NRP;N/A;N/A;N/A;Piskanja;MAIN;38|39
BD9D78C6;1;DIS;N/A;NRP;COM;CPY|BOR|CHC|DIG|MOL|MAG|HEM|PYR|COV|NCU;QTZ|ANH|GYP|SER|TUR|KSP|BIO|CLO|EPD|ILL;Los Azules;MAIN;60|68|69|74|79
BD9D78C6;2;STK;N/A;NRP;COM;CPY|BOR|CHC|DIG|MOL|MAG|HEM|PYR|COV|NCU;QTZ|ANH|GYP|SER|TUR|KSP|BIO|CLO|EPD|ILL;Los Azules;MAIN;60|68|69|74|79
BD9D78C6;3;BXH;N/A;NRP;COM;CHC|CPY|BOR|PYR;N/A;Los Azules;MAIN;65
BDDFBC60;1;MSV;BRE;CNT;STG;PYR|SPH|CPY|POH|GAL|TET|FRB|ASP;BAR|QTZ|GYP;Hadal Awatib East;MAIN;29|34|37|38
BDE18B03;1;VEN;PSM;PLG;COM;PYR|POH|CPY|SPH|ASP|SPN|GAL|ACN|NAG;QTZ|CAC|RHO|GYP|BAR|ILV;Cozamin;MAIN;61|65|67|68|69
BDE18B03;2;DIS;N/A;NRP;COM;PYR|POH|CPY|SPH;N/A;Cozamin;MAIN;67
BDE18B03;3;VEN;OBS;NRP;STR;N/A;QTZ;Cozamin;MAIN;67|69
BDE18B03;4;VEN;VUG;NRP;STR;N/A;QTZ;Cozamin;MAIN;67|69
BDF7E37B;1;DIS;N/A;NRP;COM;POH|SPH|GAL|CPY|PYR|ACN;N/A;MG01;MAIN;47|48|50|51
BDF7E37B;2;VEN;N/A;NRP;COM;POH|SPH|GAL|PYR|ACN;N/A;MG01;MAIN;47|50|51
BDF7E37B;3;BXH;N/A;NRP;COM;SPH|GAL;N/A;MG01;MAIN;48
BDF7E37B;4;NET;N/A;NRP;COM;POH;N/A;MG01;MAIN;47|48|50
BE188A3F;1;REP;N/A;POD;COM;URN|COF|CRN;N/A;Centennial Project;MAIN;36|37|39
BE15A531;1;STR;N/A;CNT;COM;N/A;N/A;Ovoot Tolgoi Deposit;MAIN;44|45|48|49|51|54|56
BE00B7F5;1;DIS;FLB;NRP;COM;MAG|PYR|POH|CPY|MOL|NAU;PYX|ACT|TRE|BIO|ALB|SCP|GAR|CAC|PHL|EPD|SRP|APA|TIT|CLO|ZRN|QTZ|ORT;Hannukainen;MAIN;66|67|76|77
BE00B7F5;2;MSV;FLB;NRP;COM;MAG|PYR|POH|CPY|MOL|NAU;PYX|ACT|TRE|BIO|ALB|SCP|GAR|CAC|PHL|EPD|SRP|APA|TIT|CLO|ZRN|QTZ|ORT;Hannukainen;MAIN;55|66|67|76|77
BE00B7F5;3;BXH;FLB;NRP;COM;MAG|PYR|POH|CPY|MOL|NAU;PYX|ACT|TRE|BIO|ALB|SCP|GAR|CAC|PHL|EPD|SRP|APA|TIT|CLO|ZRN|QTZ|ORT;Hannukainen;MAIN;55|66|67|76|77
BE13B37F;1;VEN;N/A;NRP;COM;URN|USM|MOL|CIN|CST|COF;FLU|QTZ|CAC|BAR|JAR|SUL|LIM|GOE;Iron-Beaver project;MAIN;23|25|27|28|29|32|33|37|38|40
BE13B37F;2;DIS;N/A;NRP;COM;URN|USM|MOL|CIN|CST|COF;FLU|QTZ|CAC|BAR|JAR|SUL|LIM|GOE;Iron-Beaver project;MAIN;23|25|27|28|29|32|33|37|38|40
BE13B37F;3;N/A;N/A;NRP;COM;URN|USM;FLU|QTZ|CAC;Iron-Beaver project;MAIN;28
BE13B37F;4;POD;N/A;NRP;COM;URN|USM;FLU|QTZ|CAC;Iron-Beaver project;MAIN;28
BE27034F;1;DIS;N/A;CNT;COM;LITH|POT|ULE;GYP|HAL;Hombre Muerto North;MAIN;51|52|57|60|67|68
BE570F7E;1;DIS;N/A;NRP;STR;CPY|PYR|MAG;N/A;Lisle Zone;MAIN;57|58|60
BE570F7E;2;BXH;N/A;NRP;STR;CPY|PYR|MAG;N/A;Lisle Zone;MAIN;58
BE570F7E;3;VEN;N/A;NRP;STR;CPY|PYR|MAG;N/A;Lisle Zone;MAIN;57
BE52ADE5;1;DIS;N/A;NRP;CTN;MON|BST|FERG|BRI|COLU|PYRO|APA|MAG|EPD;BIO|CAC|PYX|ACT|DLM|RHO;Clay-Howells;MAIN;31|32|33
BE8E9974;1;STR;N/A;NRP;STG;SYLV|CARN|POL;HAL|ANH|KIE;Holbrook Basin Potash Deposit;MAIN;42|43|44|46|48
BE6A3F20;1;DIS;BRE;NRP;COM;MON|CRAN|PYRO|APA;CAC|BIO|MAG|PYR|LIM|ZRN|POH;Zandkopsdrift;MAIN;40|42
BE6A3F20;2;DIS;SYM;NRP;COM;MON|CRAN|PYRO|APA;CAC|BIO|MAG|PYR|LIM|ZRN|POH;Zandkopsdrift;MAIN;40|42
BE786849;1;MSV;N/A;NRP;COM;PYR|POH|CPY|SPH|GAL|BOR|TET|TEN|NAU;BAR;Lemarchant Deposit;MAIN;38|42|45|55
BE786849;2;STK;N/A;NRP;COM;PYR|POH|CPY|SPH|GAL|BOR;BAR;Lemarchant Deposit;MAIN;38|45|55
BE786849;3;DIS;N/A;NRP;COM;PYR|POH|CPY|SPH|GAL|BOR;BAR;Lemarchant Deposit;MAIN;38|45|55
BE9F226A;1;REP;N/A;NRP;COM;COF|URN;PYR;Churchrock;MAIN;53|54|55
BE9DC91E;1;STK;N/A;NRP;LIT;MOL|SCE|PYR|CPY;GAR|EPD|CLO|MAG|QTZ|FSPU|KSP|CAC;Davidson;MAIN;24
BECB5781;1;MSV;COL;SIN;COM;CPY|TEN|BOR|PYR|CHC|COV|MRC|SIE|CO1;BAR|QTZ|DLM;Johnny Lee;MAIN;101|102|103|106|108|119|125|126
BECB5781;2;REP;PSM;SIN;COM;CPY|TEN|BOR|PYR|CHC|COV|MRC|SIE|CO1;BAR|QTZ|DLM;Johnny Lee;MAIN;101|103|106|108|119|125|126
BECB5781;3;VEN;BRE;SIN;COM;CPY|TEN|BOR|PYR|CHC|COV|MRC|SIE|CO1;BAR|QTZ|DLM;Johnny Lee;MAIN;101|103|106|108|115|119|125|126
BECB5781;4;DIS;PSM;SIN;COM;CPY|TEN|BOR|PYR|CHC|COV|MRC|SIE|CO1;BAR|QTZ|DLM;Johnny Lee;MAIN;101|103|106|108|111|119|125|126
BEE04A3E;1;VEN;N/A;CNT;COM;SPO|BER|PETA;ALB|KSP|QTZ|MUS;Whabouchi;MAIN;22|24|25|26|27
BEE4AE32;1;REP;N/A;CNT;COM;MUS;QTZ|FSPU|CAC;Sonora Lithium Project;MAIN;38|39|40
BEEA7EF8;1;STR;N/A;NRP;LIT;SME|ILL;DLM;Gabriel Project;MAIN;26|28|30
BEECB47A;1;STR;N/A;CNT;STG;QTZ;HEM|CLY;Langis deposit;MAIN;36|38|39|43|44
BF038734;1;REP;VUG;NRP;COM;ALN;QTZ|KAO|HEM;Blawn Mountain;MAIN;77|78
BF027893;1;REP;OBS;NRP;STR;GAL|POH|ASP|SPH|CPY|PYR;N/A;South Mountain;MAIN;24|26
BF027893;2;MSV;SYM;NRP;COM;POH|SPH|CPY|GAL;PYX|GAR|QTZ|CAC|ACT;South Mountain;MAIN;24|26|27
BF027893;3;VEN;OBS;NRP;STR;GAL|POH|ASP|SPH|CPY|PYR;N/A;South Mountain;MAIN;26
BF1048CD;1;LAT;N/A;NRP;LIT;GOE|MNO|GARN;HEM|QTZ|OLV|CRM|PYX|TAL|CLO|SRP|CLY;Gogota;MAIN;30|31|32|33
BF0E3A89;1;STK;N/A;NRP;STR;MOL|PYR|POH|CPY|SPH|TET|GAL;QTZ|CAC;Alaskite Zone;MAIN;36|39
BF0E3A89;2;VEN;N/A;NRP;STR;MOL|PYR|POH|CPY|SPH|TET|GAL;QTZ|CAC;Alaskite Zone;MAIN;36|39
BF0E3A89;3;DIS;N/A;NRP;STR;MOL|POH;BIO|CLO|KSP;Alaskite Zone;MAIN;36|39
BF1E1EA7;1;STR;BND;CNT;STG;MAG|HEM;QTZ|CLO|HBL|ACT|CUM;El Sol;MAIN;36|37|41
BF5173BF;1;DIS;NET;NRP;COM;PEN|POH|CPY|PYR|MOL|GAL|PGM;OLV|PYX|ALB|CRM|SPN|BIO|MUS;Samapleu Deposits;MAIN;45|46|50|53|54|55|65
BF5173BF;2;MSV;BRE;NRP;COM;POH|CPY|PEN|PYR;PYX;Samapleu Deposits;MAIN;53|54|65
BF59F6E2;1;DIS;GRB;CNT;STG;PEN|VIO|CPY|PYR|POH|MAC|MIL|CUB|BOR|CHC|NCU|PGM;N/A;Santa Rita;MAIN;32|33
BF59F6E2;2;MSV;N/A;NRP;STR;N/A;N/A;Santa Rita;MAIN;35
BF59F6E2;3;STK;N/A;NRP;STR;N/A;N/A;Santa Rita;MAIN;35
BF6CD2D6;1;DIS;N/A;NRP;STR;NAU|CPY|PGM|POH|ASP|PYR|BOR;QTZ|TUR|BIO;Duval showings;MAIN;46|47
BF6CD2D6;2;N/A;N/A;NRP;STR;NAU|CPY|PGM|POH|ASP|PYR|BOR;QTZ|TUR|BIO;Duval showings;MAIN;46|47
BF6CD2D6;3;SHM;N/A;NRP;STR;NAU|CPY|PGM|POH|ASP|PYR|BOR;QTZ|TUR|BIO;Duval showings;MAIN;47
BF6CD2D6;4;VEN;N/A;NRP;STR;NAU|CPY|PGM|POH|ASP|PYR|BOR;QTZ|TUR|BIO;Duval showings;MAIN;47
BF683D6E;1;REP;N/A;SIN;COM;BOR|CPY|GAL|SPH|TEN|PYR|CHC|DIG|MLC|COV|CPR|NCU|NSV|CER|ANG|MAG|HEM|MNO;CAC|QTZ|DLM|BAR|JSP|RHO|HLV;Kombat Mine;MAIN;58|59|61|62|64
BF683D6E;2;STK;N/A;SIN;COM;MAG|BOR|GAL|CPY|CHC|MLC|NCU|HEM;CAC;Kombat Mine;MAIN;59|61
BF683D6E;3;BXH;N/A;SIN;COM;GAL|PYR|CPY;N/A;Kombat Mine;MAIN;59|61
BF899084;1;VEN;N/A;POD;STR;CST;QTZ|HEM;Bisiye;MAIN;22|23
BF899084;2;STK;N/A;POD;STR;CST;QTZ|HEM;Bisiye;MAIN;22|23
BF899084;3;POD;N/A;POD;STR;CST;QTZ|HEM;Bisiye;MAIN;23
BF93360F;1;VEN;PSM;NRP;STR;CPY|PYR|MOL|GAL|SPH|STB|BOR|TET|TEN|ENG;QTZ|CAC|RHO|EPD|CLO|TUR|BAR;Troitsa Porphyry System;MAIN;70|74|100|101|114
BF93360F;2;STK;PSM;NRP;STR;CPY|PYR|MOL|GAL|SPH|STB|BOR|TET|TEN|ENG;QTZ|CAC|RHO|EPD|CLO|TUR|BAR;Troitsa Porphyry System;MAIN;82|100|114
BF93360F;3;DIS;PSM;NRP;STR;CPY|PYR|MOL|GAL|SPH|STB|BOR|TET|TEN|ENG;QTZ|CAC|RHO|EPD|CLO|TUR|BAR;Troitsa Porphyry System;MAIN;100|114
BF94A0F5;1;REP;N/A;POD;COM;SCE|PYR|ASP|POH|CPY|SPH|NBM|BIS|MRC|WLF;PYX|ALB|MAG;Los Santos;MAIN;25|27
BFA710AD;1;VEN;N/A;CNT;STR;QTZ;N/A;Main Zone;MAIN;59|62|69
BFA71A2B;1;REP;N/A;CNT;COM;N/A;QTZ|FSPU|PYR;Duck Creek;MAIN;22|26|27|28
BFA86D41;1;STR;N/A;NRP;STG;N/A;N/A;Hazard Coal Seams;MAIN;24|26|27
BFA95E03;1;BXH;OBS;SIN;STR;MLC|CSC|AZU|TNR|CHC|CPY|PYR|MOL;QTZ;Van Dyke;MAIN;56|57|59|61|65
BFC41F93;1;BXH;BRE;NRP;COM;GAL|SPH|PYR;CAC|BAR|QTZ;Turner's Ridge;MAIN;49|50|67
BFC41F93;2;STK;N/A;NRP;COM;GAL|SPH|PYR;CAC|BAR|QTZ;Turner's Ridge;MAIN;49|63
BFC41F93;3;DIS;N/A;NRP;COM;GAL;N/A;Turner's Ridge;MAIN;63
BFC41F93;4;MSV;N/A;NRP;COM;GAL;N/A;Turner's Ridge;MAIN;63
BFD82B32;1;VEN;SYM;NRP;STR;SPO|APA|LEP|AMB|BER|COE|POLL;QTZ|MUS|ALB|KSP|BIO|GAR|TUR;Nakina Li Property;MAIN;28|31|32|33|34|35
BFA83362;1;STK;N/A;NRP;N/A;CPY|BOR|PYR|MOL;QTZ;Southeast Zone;MAIN;30|34
BFA83362;2;VEN;N/A;NRP;N/A;CPY|BOR|PYR|MOL;QTZ;Southeast Zone;MAIN;30|34
BFA83362;3;DIS;N/A;NRP;N/A;CPY|BOR;N/A;Southeast Zone;MAIN;30|34
BFFB8D43;1;BXH;BRE;POD;LIT;DIA;OLV|CAC|SRP|ILM|GAR|PYX;Jericho kimberlite;MAIN;34|35|36|37
BFDCAD7E;1;N/A;N/A;CNT;N/A;APA|MAG|ILM|POH;OLV|PYX|ALB|AMPH|BIO|SPN;Bégin-Lamarche;MAIN;50|54|55|63|68|76|78
BFFFABA6;1;REP;PSM;POD;COM;URN|COF;N/A;Dewey-Burdock;MAIN;34|35|37
BFDEF3A2;1;REP;OBS;POD;COM;POH|MAG|CPY|PYR|NAU;QTZ|DPS|ACT|SCP|GRO|APA|EPD|TUR|CAC|BIO|CLO|KSP|ALB;Mt Elliott;MAIN;42|43|44
BFDEF3A2;2;BXH;OBS;POD;COM;POH|MAG|CPY|PYR|NAU;QTZ|DPS|ACT|SCP|GRO|APA|EPD|TUR|CAC|BIO|CLO|KSP|ALB;Mt Elliott;MAIN;42|43|44
BFDEF3A2;3;POD;OBS;POD;COM;POH|MAG|CPY|PYR|NAU;QTZ|DPS|ACT|SCP|GRO|APA|EPD|TUR|CAC|BIO|CLO|KSP|ALB;Mt Elliott;MAIN;42|43|44
BFDEF3A2;4;VEN;OBS;POD;COM;POH|MAG|CPY|PYR|NAU;QTZ|DPS|ACT|SCP|GRO|APA|EPD|TUR|CAC|BIO|CLO|KSP|ALB;Mt Elliott;MAIN;42|43|44
BFF9F88B;1;N/A;N/A;NRP;COM;ATC|CSC|LIM|TNR|CLY|CHC|CPY|PYR|COV|BOR;CAC|EPD|QTZ|HEM|FEO;Madrugador;MAIN;36|40|41|43
BFF9F88B;2;VEN;N/A;NRP;COM;ATC|CSC|LIM|TNR|CLY|CHC|CPY|PYR|COV|BOR;CAC|EPD|QTZ|HEM|FEO;Madrugador;MAIN;36|41|43
BFF9F88B;3;BXH;N/A;NRP;COM;ATC|CSC|LIM|TNR|CLY|CHC|CPY|PYR|COV|BOR;CAC|EPD|QTZ|HEM|FEO;Madrugador;MAIN;40|41|43
BFF9F88B;4;STK;N/A;NRP;COM;ATC|CSC|LIM|TNR|CLY|CHC|CPY|PYR|COV|BOR;CAC|EPD|QTZ|HEM|FEO;Madrugador;MAIN;40|43
C0439E41;1;N/A;N/A;NRP;N/A;RHO|KUT|SUR|MNO;QTZ|ALB|FSPU|MICU|APA|KAO|PYR;Chvaletice Manganese Project;MAIN;92|93|94
C0060053;1;DIS;FLB;SIN;COM;PYR|SPH|GAL|POH|PYG;DLM|QTZ|CAC;Duncan Lake Project;MAIN;34|35|36|43|44|48
C0060053;2;MSV;PSM;SIN;COM;PYR|SPH|GAL|POH;DLM|QTZ;Duncan Lake Project;MAIN;34|36|43|46|48
C0060053;3;REP;N/A;SIN;COM;SPH|GAL|PYR;N/A;Duncan Lake Project;MAIN;34|42|44|48
C0060053;4;BXH;BRE;SIN;COM;PYR|SPH|GAL;N/A;Duncan Lake Project;MAIN;36|43|44|48
C026F4B9;1;N/A;N/A;NRP;COM;MON|THO|THN|EPD|BST;KSP|ALB|QTZ|BIO|TUR|CLO|PYR|GAR;Cranberry Creek Property;MAIN;35|42|43|44
C026F4B9;2;DIS;N/A;NRP;COM;MON;N/A;Cranberry Creek Property;MAIN;35|42
C013495A;1;ROL;N/A;CNT;COM;URN|COF;N/A;Mestena Grande Project;MAIN;38|39
C0593FA9;1;VEN;N/A;NRP;STR;N/A;ALB|MUS|TUR|GAR|QTZ|BIO;Wesley Pegmatite Dyke;MAIN;29|37|38|39
C08370EE;1;VEN;OBS;NRP;STR;PYR|CPY|MLC|ASP;HEM|QTZ;Limonite Creek;MAIN;11|12|15
C08370EE;2;DIS;N/A;NRP;CTN;PYR;N/A;Limonite Creek;MAIN;12
C01BA81E;1;REP;N/A;NRP;COM;PYR|CPY|MAG|POH|BOR|TET|SPH|HEM|GAL;EPD|QTZ|GAR|ACT|CLO|PYX|CHD|CAC|TUR;Nahmint Property Skarns;MAIN;18|19|20|21|22|23|24|25|26|27|28
C01BA81E;2;STK;N/A;NRP;COM;PYR|CPY;EPD|QTZ;Nahmint Property Skarns;MAIN;18|19|20|22|28
C01BA81E;3;DIS;N/A;NRP;COM;PYR|CPY;N/A;Nahmint Property Skarns;MAIN;18|28
C01BA81E;4;VEN;N/A;NRP;COM;CPY|PYR|BOR;GAR|EPD|CHD|CAC|TUR;Nahmint Property Skarns;MAIN;18|19|20|21
C01BA81E;5;MSV;N/A;NRP;COM;CPY|PYR|BOR|POH;GAR|PYX|CHD;Nahmint Property Skarns;MAIN;18|20|22|25|26
