pdf_hash;vein_id;vein_type;target_name;target_role;evidence_pages
9B2A4F5F;2;CAV;Goldstrike;MAIN;41|42|43|45
9B2A4F5F;3;SBV;Goldstrike;MAIN;43|45
9BD494B8;1;QSF;Troilus;MAIN;51
9BD494B8;2;TLD;Troilus;MAIN;52
9C78F356;1;QSF;Red Mountain;MAIN;46
9C20B324;1;AUR;McConnell's Jest;MAIN;28
9C20B324;2;QSF;McConnell's Jest;MAIN;28|29
9C8CE426;1;QSF;La India;MAIN;48
9C946A57;1;QSF;Paddy Mac;MAIN;12
9CEBD570;1;AUR;Mot showing;MAIN;22
9CEBD570;2;QCC;Mot showing;MAIN;22
9CEBD570;3;QSF;Mot showing;MAIN;22
9CEC3FEF;1;QSF;Kellyn;MAIN;16
9CEC3FEF;2;QCC;Kellyn;MAIN;16
9CED3A77;1;QSF;Hasbrouck Mine;MAIN;83|84
9CED3A77;2;AUR;Hasbrouck Mine;MAIN;84
9CF86DBD;1;QSF;Cieneguita Breccia;MAIN;44|46|47
9CF03034;1;QSF;Homestake Ridge;MAIN;53
9CF03034;2;QCC;Homestake Ridge;MAIN;55
9CF03034;3;AUR;Homestake Ridge;MAIN;55
9D1C3373;1;AUR;Bonanza Property Iron Formation;MAIN;29|30
9D39AFC7;1;AUR;Millennium;MAIN;55
9D39AFC7;2;CAV;Millennium;MAIN;55
9D39AFC7;3;MGV;Millennium;MAIN;55
9D6DD407;1;QSF;Coleman-Lucky Shot;MAIN;49|50
9D6DD407;2;QCC;Coleman-Lucky Shot;MAIN;57
9DB5CC19;1;QCC;La Colorada;MAIN;36
9DD802ED;1;QCC;Central Deposit;MAIN;57|59
9DFAB4B6;1;SBV;Orofino Pit;MAIN;13
9E495655;1;QSF;Irumafimpa-Kora;MAIN;60|61
9E495655;2;TLD;Irumafimpa-Kora;MAIN;60|61
9E5AAC6D;1;QSF;Mt. Hinton Vein System;MAIN;45
9E8814D7;1;AUR;Horne 5 deposit;MAIN;114
9E8814D7;2;QSF;Horne 5 deposit;MAIN;124
9EC0EC00;1;QSF;Abu Marawat;MAIN;39
9E8E97E4;1;QSF;Guanaco;MAIN;106
9E8BCA09;1;QCC;Goldstorm;MAIN;56|60
9E8BCA09;2;AUR;Goldstorm;MAIN;60
9E8BCA09;3;QSF;Goldstorm;MAIN;60|63
9EC2F63B;1;QSF;Pine Tree - Josephine;MAIN;71
9EC2F63B;2;QCC;Pine Tree - Josephine;MAIN;71
9EC2F63B;3;FLT;Pine Tree - Josephine;MAIN;73
9EC2F63B;4;EXT;Pine Tree - Josephine;MAIN;73
9EE4F0AD;1;AUR;Fort Knox;MAIN;39
9EE4F0AD;3;QAD;Fort Knox;MAIN;39
9F0738E8;1;QSF;Géant Dormant;MAIN;39|41
9F02121D;1;QSF;Eastmain Gold Deposit;MAIN;49|51
9F40FA31;1;QSF;Corcoesto;MAIN;43|49
9F9213EF;1;SHV;Groete Deposit;MAIN;23
9F9213EF;2;MUL;Groete Deposit;MAIN;23
9F928982;1;QCC;Enterprise;MAIN;79
9FB6DEBF;1;QSF;Kidney Pond;MAIN;54|55
9FB6DEBF;2;QCC;Kidney Pond;MAIN;54|55
9FD82801;1;QSF;Harry Property;MAIN;29
9FCABAA5;1;QSF;AurMac;MAIN;84|87
9FCABAA5;2;PMV;AurMac;MAIN;87
9FCABAA5;3;SHV;AurMac;MAIN;88
A05E7735;1;QSF;Eagle Zone;MAIN;65|75
A0CF1AAF;1;QSF;Kora Consolidated;MAIN;52
A0CF1AAF;2;TLD;Kora Consolidated;MAIN;52
A080DDCA;1;AUR;La Lajita;MAIN;26|30
A080DDCA;2;QCC;La Lajita;MAIN;30
A080DDCA;3;MUL;La Lajita;MAIN;31
A07C0673;1;QAD;Cerro Moro;MAIN;53|55|59
A07C0673;2;QSF;Cerro Moro;MAIN;53|55
A0C44F24;1;QAD;Winston Project;MAIN;55|60|61
A0C44F24;2;QCC;Winston Project;MAIN;52|55|60|61
A0D4212A;1;QSF;Caspiche Porphyry;MAIN;121|122|123
A109621A;1;EXT;Akasaba;MAIN;30
A109621A;2;QCC;Akasaba;MAIN;30|33|34
A1609955;1;QCC;Grey Eagle;MAIN;37|52|55
A1609955;2;QAD;Grey Eagle;MAIN;37
A12CD771;1;QSF;Kalum Property;MAIN;32|33|35
A12CD771;2;AUR;Kalum Property;MAIN;34
A12CD771;3;SHV;Kalum Property;MAIN;36|37
A12CD771;4;QCC;Kalum Property;MAIN;40|41
A1646878;1;QTU;Troilus;MAIN;45
A1646878;2;TLD;Troilus;MAIN;45
A1646878;3;QSF;Troilus;MAIN;49
A18A00BF;1;QCC;West Porphyry;MAIN;15
A18A00BF;2;QSF;West Porphyry;MAIN;16|23
A18A00BF;3;CAV;West Porphyry;MAIN;16
A18A00BF;4;QTU;West Porphyry;MAIN;15
A1DFEC6E;1;QSF;Whistler Deposit;MAIN;54|55|57
A1DFEC6E;2;QCC;Whistler Deposit;MAIN;58|62
A1A34919;1;QCC;Friday Zone;MAIN;34|35|42
A1A34919;2;MUL;Friday Zone;MAIN;35
A2210302;1;QCC;Snip;MAIN;55
A2210302;2;SHV;Snip;MAIN;55
A2210302;3;EXT;Snip;MAIN;55
A229D1DC;1;QSF;Kebigada;MAIN;94|105
A26126C6;1;QSF;YJG;MAIN;23|24|26
A26126C6;2;QCC;YJG;MAIN;27
A2442CEA;1;QSF;Blackwater;MAIN;96
A2442CEA;2;AUR;Blackwater;MAIN;97
A256C18B;1;QAD;WKP Project;MAIN;24|33|34
A256C18B;2;MUL;WKP Project;MAIN;34
A256C18B;3;EXT;WKP Project;MAIN;36
A256C18B;4;FLT;WKP Project;MAIN;36
A261FE50;1;QSF;Up Town Gold;MAIN;24
A330B1DB;1;QAD;San Dimas;MAIN;38|39|40
A35E9957;1;QSF;Main Zone;MAIN;32
A35E9957;2;QCC;Main Zone;MAIN;32
A3373D1C;1;QCC;Selinsing;MAIN;73
A3B0117A;1;QCC;Trojan Block;MAIN;31|32|33|34|35
A3B806A7;1;AUR;Lagunas Norte;MAIN;57
A39C5FD2;1;QAD;Rimrock;MAIN;60
A3E7B696;1;QCC;Pershing-Manitou;MAIN;56
A3E7B696;2;EXT;Pershing-Manitou;MAIN;56|60
A42132DF;1;QSF;Portageur;MAIN;11
A3F8326C;1;SBV;Tan Chaffao Ouest;MAIN;38
A47DA0A3;1;QCC;San Martin;MAIN;24
A4588369;1;QCC;Gramalote Ridge;MAIN;68|70
A4588369;2;QSF;Gramalote Ridge;MAIN;68|70
A4BCF038;1;QCC;Beta Hunt Gold Deposits;MAIN;68|69
A4BCF038;2;SHV;Beta Hunt Gold Deposits;MAIN;59
A4BCF038;3;EXT;Beta Hunt Gold Deposits;MAIN;59|60
A47E6B0C;1;QAD;Balabag;MAIN;69
A47E6B0C;2;QSF;Balabag;MAIN;72|73
A4E81B5B;1;QSF;Camino Rojo;MAIN;81|82
A4E81B5B;2;QAD;Camino Rojo;MAIN;82
A513A308;1;QCC;McIntyre Brook showing;MAIN;29
A51E4747;1;MGV;Copperstone;MAIN;121|125
A51E4747;2;SBV;Copperstone;MAIN;124
A59AD199;1;AUR;Totoral Veins;MAIN;60
A5DD9BE2;1;QSF;Siwash North Zone;MAIN;57
A64BAD14;1;QSF;Wildcat Project;MAIN;53
A5829B76;1;QCC;El Castillo;MAIN;71|72
A6702E62;1;QCC;Golden Gate Hill;MAIN;57|58
A6702E62;2;SHV;Golden Gate Hill;MAIN;59
A6B57B4F;1;QSF;Romero;MAIN;62
A6B57B4F;2;QCC;Romero;MAIN;62
A653F562;1;QAD;Adelaide-Crown Vein System;MAIN;60|61
A6A6B7B5;1;QAD;Bayan Khundii;MAIN;37|38
A6A6B7B5;2;MGV;Bayan Khundii;MAIN;36|37
A6A6B7B5;3;MUL;Bayan Khundii;MAIN;37|38
A6E710D3;1;AUR;Dixie Gold Project;MAIN;67
A6E710D3;2;QSF;Dixie Gold Project;MAIN;67
A6FE5B24;1;QCC;Voskedzor;MAIN;69|70
A7348C1D;1;QAD;Quartz Mountain Project;MAIN;28
A6CBE6AE;1;QCC;Kerr-Addison;MAIN;70
A6CBE6AE;2;QSF;Kerr-Addison;MAIN;71
A6CBE6AE;3;MUL;Kerr-Addison;MAIN;70
A6CBE6AE;4;SKV;Kerr-Addison;MAIN;72
A77095D4;1;AUR;Carachapampa;MAIN;56|57|60|61
A783E0D5;1;QSF;Chelopech;MAIN;51|52
A7D133F3;1;QCC;Iron Lake Deformation Zone;MAIN;37|38|45
A7E535AC;1;QCC;Wasamac deposit;MAIN;107
A7EE216B;1;QAD;Rosario Vein;MAIN;36
A8069F64;1;QSF;Batman Deposit;MAIN;79
A8069F64;2;QCC;Batman Deposit;MAIN;79
A83A8580;1;QSF;Primavera;MAIN;37
A83B7DFF;1;QAD;DeLamar;MAIN;48|49|52
A8651DF0;1;QSF;Eastern Borosi Project;MAIN;41
A8651DF0;2;QCC;Eastern Borosi Project;MAIN;44
A85D4789;1;QSF;Cove;MAIN;54
A8ABFE19;1;QAD;Kencana;MAIN;36|38
A8ABFE19;2;QSF;Kencana;MAIN;36|38
A8ABFE19;3;QCC;Kencana;MAIN;35
A8DCC2A2;1;QSF;Independence;MAIN;41|44|47
A8DCC2A2;2;SHV;Independence;MAIN;41|44|47
A926ADC2;1;MUL;Lajitas;MAIN;22
A926ADC2;2;AUR;Lajitas;MAIN;22|32
A8F8F5C2;1;QCC;Windfall Lake;MAIN;5|39
A93AD1DB;1;QSF;Kavursuki;MAIN;26|27
A93AD1DB;2;TLD;Kavursuki;MAIN;26
A95A5CB5;1;MUL;Altan Nar;MAIN;21
A95A5CB5;2;QSF;Altan Nar;MAIN;21
A941E622;1;QSF;El Creston;MAIN;81|82
A941BEA4;1;QTU;Troilus;MAIN;92
A941BEA4;2;TLD;Troilus;MAIN;92
A941BEA4;3;SKV;Troilus;MAIN;94
A96653E8;1;QSF;Chibougamau property;MAIN;37|40
A9B1916A;1;QCC;Frasergold;MAIN;29
A9B1916A;2;SHV;Frasergold;MAIN;29
A9B1916A;3;EXT;Frasergold;MAIN;29
A9A023C3;1;QSF;Romero;MAIN;49
A9A023C3;2;QCC;Romero;MAIN;49
A9CE3849;1;QCC;Curraghinalt;MAIN;5|48
A9CE3849;2;SHV;Curraghinalt;MAIN;47|48
A9CE3849;3;EXT;Curraghinalt;MAIN;5|45|47|48
A9D1C791;1;QSF;San Albino Deposit;MAIN;38|41
A9D2CE67;1;AUR;Mineral Ridge;MAIN;74|75
A9DBE8E5;1;QSF;Ana Paula;MAIN;86
A9DBE8E5;2;QCC;Ana Paula;MAIN;85|86|87
A9DBE8E5;3;QAD;Ana Paula;MAIN;90|91
AA07544A;1;QCC;Sta Elvira;MAIN;20|21
A9E641B1;1;QCC;Lemhi Gold Deposit;MAIN;113|119
A9E641B1;2;QSF;Lemhi Gold Deposit;MAIN;113
AA7DCD69;1;QCC;Gramalote Central;MAIN;33|37
AA7DCD69;2;QSF;Gramalote Central;MAIN;33|37
AA8AC2F2;1;QSF;Doña Amelia zone;MAIN;40|43|45
AB272A5B;1;QSF;Frontenac-Bald Eagle Vein;MAIN;92|96|98
AA95963E;1;AUR;Ireland mine;MAIN;10|36
AB377A0D;1;QCC;Shasta;MAIN;65|66|67
AB377A0D;2;MUL;Shasta;MAIN;65|66|67
AB690899;1;SHV;Chico;MAIN;19|20
AB690899;2;QSF;Chico;MAIN;19|20
AB98A6A3;1;SHV;Beta Hunt Gold;MAIN;63
AB98A6A3;2;EXT;Beta Hunt Gold;MAIN;63|64
AB98A6A3;3;QSF;Beta Hunt Gold;MAIN;59|63|64
ABAB5E2D;1;MGV;Valeriano;MAIN;52
ABAB5E2D;2;AUR;Valeriano;MAIN;52
ABAB5E2D;4;QSF;Valeriano;MAIN;52
ABCDE1A4;1;QCC;Buckreef;MAIN;56
ABCDE1A4;2;SHV;Buckreef;MAIN;56
ABCDE1A4;3;AUR;Buckreef;MAIN;52
AC00DC4D;1;QSF;Clark's Brook East;MAIN;24
ABFFEA25;1;QCC;Dave's Pond;MAIN;54
AC340459;1;QCC;Tulkubash;MAIN;57
ACF1EA68;1;QSF;Milestone and S-1;MAIN;37
ACF1EA68;2;QCC;Milestone and S-1;MAIN;38
AC7C03DB;1;QSF;Amizmiz;MAIN;36
AC7C03DB;2;QCC;Amizmiz;MAIN;36
AC703F00;1;QCC;Casa Sud;MAIN;35|43
AC703F00;2;SHV;Casa Sud;MAIN;46
AC703F00;3;EXT;Casa Sud;MAIN;47
AD10F204;1;QSF;Hope Brook;MAIN;50|52
AE4892CE;1;QCC;Gooseberry vein;MAIN;31
AD179E0B;1;MUL;La Silla Vein System;MAIN;35
AD883391;1;QSF;Vetas Gold Project;MAIN;36
AD883391;2;MUL;Vetas Gold Project;MAIN;43
AE74170F;1;QSF;Santa Barbara;MAIN;64
AE8AC701;1;QAD;Mewet;MAIN;32|33
AE8AC701;2;QCC;Mewet;MAIN;32|33
AF27B040;1;QCC;Greenstone Mine;MAIN;88|93|100|112|113|115
AEE15A5D;1;QSF;Chelopech;MAIN;44|45|47
AF8E0AFA;1;QSF;Kerr;MAIN;124
AF8E0AFA;2;QCC;Kerr;MAIN;124
AF8E0AFA;3;MGV;Kerr;MAIN;124
AF9A19FF;1;QSF;Rufina;MAIN;83
AF4C0DA8;1;QSF;Goliath Gold Deposit;MAIN;65|66|85
AFBFDB42;1;QSF;Cerro del Gallo;MAIN;81|82
AFBFDB42;2;QAD;Cerro del Gallo;MAIN;84
B094E83A;1;AUR;Ebano Vein;MAIN;22
AFDDB310;1;QCC;Santa Elena;MAIN;40
AFDDB310;2;QAD;Santa Elena;MAIN;40|45
B117AD75;1;SHV;Patwon;MAIN;51|56
B117AD75;2;EXT;Patwon;MAIN;51|56
B117AD75;3;QCC;Patwon;MAIN;51|56
B104ED4A;1;ALS;Pimenton Mine;MAIN;33
B104ED4A;2;EXT;Pimenton Mine;MAIN;33
B104ED4A;3;QSF;Pimenton Mine;MAIN;34
B13C123B;1;AUR;TUG;MAIN;41
B13C123B;2;CAV;TUG;MAIN;41
B1524BCD;1;QSF;Dalbacka;MAIN;24|25
B18F9D4C;1;QAD;Eastside;MAIN;40
B18F9D4C;2;CAV;Eastside;MAIN;41
B18F9D4C;3;MUL;Eastside;MAIN;40
B179DDA8;1;SHV;Thundercloud;MAIN;34|35
B1E7128A;1;QAD;Kamila;MAIN;44|48
B1E7128A;2;QCC;Kamila;MAIN;54
B1E7E99A;1;QCC;Irokinda;MAIN;55
B1E7E99A;2;QSF;Irokinda;MAIN;55
B206AC29;1;QCC;Afric Zone;MAIN;78
B219B1FD;1;QCC;Spanish Mountain Gold deposit;MAIN;107|111
B219B1FD;2;SHV;Spanish Mountain Gold deposit;MAIN;107|111
B219B1FD;3;EXT;Spanish Mountain Gold deposit;MAIN;111
B254C20C;1;SHV;NX Gold Mine;MAIN;57
B254C20C;2;QSF;NX Gold Mine;MAIN;53
B23F2732;1;QSF;Botija Abajo;MAIN;44|45|48
B233B565;1;QSF;Arista Mine;MAIN;56|59
B233B565;2;MUL;Arista Mine;MAIN;56|57|59
B233B565;3;QCC;Arista Mine;MAIN;57|58
B233B565;4;QAD;Arista Mine;MAIN;57|58|62
B2364670;1;QSF;Telfer;MAIN;45
B2364670;2;QCC;Telfer;MAIN;46
B2612B46;1;QSF;Cosmo;MAIN;129
B2AC23CC;1;QSF;Peshter;MAIN;34
B2AC23CC;2;QCC;Peshter;MAIN;41|42
B273B28E;1;QSF;Homestake Ridge deposit;MAIN;50
B273B28E;2;QCC;Homestake Ridge deposit;MAIN;52
B2D8FC56;1;AUR;SLG Property;MAIN;50|51
B2DAC5D2;1;QAD;Eastside;MAIN;40
B2DAC5D2;2;CAV;Eastside;MAIN;41
B3054D0E;1;QSF;Brewery Creek;MAIN;38|42|43
B306A327;1;SHV;Augusta and Cuffley;MAIN;10|64
B306A327;2;QSF;Augusta and Cuffley;MAIN;10
B306A327;3;QCC;Augusta and Cuffley;MAIN;65
B31BB8BC;1;QCC;Archut;MAIN;38|40
B31F8B35;1;SUV;NICO;MAIN;64
B354C496;1;QSF;Williamson Occurrence;MAIN;34|36
B36FD5C9;1;QSF;Palito Mine;MAIN;48|49
B3799CF7;1;QSF;Eastern Borosi Project;MAIN;41
B3799CF7;2;MUL;Eastern Borosi Project;MAIN;42
B37711AE;1;QSF;Pinion;MAIN;67|68
B3973DCF;1;QCC;Jupiter;MAIN;55
B3973DCF;2;QSF;Jupiter;MAIN;67
B3F7D5C4;1;SKV;Didipio;MAIN;56|60
B3F7D5C4;2;QSF;Didipio;MAIN;56|57
B3F7D5C4;4;CAV;Didipio;MAIN;63
B41110B5;1;QSF;Cheechoo;MAIN;63
B41A1F63;1;QSF;Tepal;MAIN;28
B41A1F63;2;QCC;Tepal;MAIN;28
B420802E;1;QTU;Eau Claire;MAIN;31|33|35
B45BBD54;1;QSF;Kebigada;MAIN;94|105
B45BBD54;2;QCC;Kebigada;MAIN;86|88
B486BE70;1;QCC;Gramalote;MAIN;25
B486BE70;2;QSF;Gramalote;MAIN;25
B45D0B70;1;QSF;Taunus;MAIN;49|56
B49D1227;1;QSF;San Luis Vein System;MAIN;35|39
B49D1227;2;QCC;San Luis Vein System;MAIN;34|36|39
B4A22110;1;QTU;Troilus;MAIN;42
B4A22110;2;QSF;Troilus;MAIN;42|46
B4A22110;3;TLD;Troilus;MAIN;42
B4CB4805;1;QCC;West Gabbro Zone;MAIN;87|92
B4E4CF0D;1;QSF;Andacollo Gold Mine;MAIN;81|82
B4E4CF0D;2;QCC;Andacollo Gold Mine;MAIN;82
B5451A8D;1;QCC;Main Zone;MAIN;35
B50C2E0C;1;QAD;El Limón-Guajes;MAIN;92
B51EDFE3;1;QSF;Condor Breccia Complex;MAIN;42|45|47|50
B559C09F;1;QAD;Bayan Khundii;MAIN;75|76|82|85
B559C09F;2;QSF;Bayan Khundii;MAIN;75|76
B559C09F;3;MUL;Bayan Khundii;MAIN;76|78
B58442F0;1;QSF;Shahuindo;MAIN;85|88
B635F43D;1;MUL;AGB Zone;MAIN;66
B64BCB54;1;QAD;Kupol;MAIN;47
B64BCB54;2;MUL;Kupol;MAIN;47
B65790E0;1;QSF;Segovia Project;MAIN;67|68|73|74
B657B5BA;1;QSF;San Agustín;MAIN;38|41
B657B5BA;2;QAD;San Agustín;MAIN;41
B657B5BA;3;QCC;San Agustín;MAIN;41
B6778988;1;CAV;Goldstrike;MAIN;67|68|70|72
B6778988;2;AUR;Goldstrike;MAIN;68
B6E27D0E;1;ALS;Amulsar;MAIN;57
B677EAF2;1;QSF;Montauban;MAIN;51
B6F3520D;1;SHV;Croinor;MAIN;84|91
B6F3520D;2;EXT;Croinor;MAIN;84|85|91
B6F3520D;3;QCC;Croinor;MAIN;84
B6F3520D;4;QTU;Croinor;MAIN;85
B74650D6;1;QCC;Box Mine;MAIN;67
B74650D6;2;QSF;Box Mine;MAIN;67|71
B74650D6;3;SHV;Box Mine;MAIN;67
B74650D6;4;EXT;Box Mine;MAIN;67
B708A391;1;QAD;Mercedes Project;MAIN;45|49|50
B708A391;2;QCC;Mercedes Project;MAIN;45|49|50
B7534171;1;QCC;Condor North;MAIN;75|77|80|85|87
B7534171;2;QSF;Condor North;MAIN;77|80|82|85|87
B7A9B3D1;1;QSF;Björkdal;MAIN;56
B770A026;1;QSF;Macassa Mine;MAIN;30
B78EA851;1;QSF;Fox South;MAIN;42|53
B7B94B02;1;QSF;147 Zone;MAIN;44
B7B94B02;2;QCC;147 Zone;MAIN;45
B7D59D4B;1;AUR;Noseno Property;MAIN;48
B85D7A96;1;QSF;Main Zone;MAIN;38
B85D7A96;2;QCC;Main Zone;MAIN;36|38
B7D70156;1;QSF;MacLellan;MAIN;76
B7D70156;2;QCC;MacLellan;MAIN;76
B85DA293;1;QCC;Central;MAIN;109|128
B85DA293;2;QSF;Central;MAIN;128
B869E2C5;1;QCC;White-Karry showing;MAIN;39|40|41|42
B8E3403B;1;QCC;Bullfrog;MAIN;67|71
B8D71FED;1;QCC;Redline deposits;MAIN;78
B8D71FED;2;QSF;Redline deposits;MAIN;78
B907C37D;1;QAD;Cerro Caliche Project;MAIN;73
B907C37D;2;QCC;Cerro Caliche Project;MAIN;71|73
B94E9336;1;CAV;Goldstorm Project;MAIN;48
B94E9336;2;QSF;Goldstorm Project;MAIN;48
B94E9336;3;AUR;Goldstorm Project;MAIN;48
B96C1191;1;MGV;La Garrucha;MAIN;69|70
B96C1191;2;QSF;La Garrucha;MAIN;69|70
B96C1191;4;QCC;La Garrucha;MAIN;69|70
B96C1191;5;CAV;La Garrucha;MAIN;70
B970C150;1;QSF;Cerro Vetas;MAIN;45
B970C150;2;MUL;Cerro Vetas;MAIN;45|47
BA35AAEA;1;QSF;Whistler Deposit;MAIN;49|50
BA35AAEA;2;QCC;Whistler Deposit;MAIN;51|55
BA35AAEA;3;CAV;Whistler Deposit;MAIN;52
BA775674;1;QSF;Goldfield Main;MAIN;56
BADE2F9C;1;SKV;Skarn Ridge;MAIN;54
BAEA4600;1;SHV;Silver Bell-St. Lawrence;MAIN;26
BAEA4600;2;QCC;Silver Bell-St. Lawrence;MAIN;26
BB057EC9;1;QCC;Dunwell;MAIN;37|39
BB057EC9;2;EXT;Dunwell;MAIN;37
BB518E30;1;QSF;Powder Property;MAIN;34
BB8A9BED;1;QSF;El Padre vein;MAIN;14|15
BB8A9BED;2;MUL;El Padre vein;MAIN;15
BB8BA9AF;1;QSF;Binebase-Bawone;MAIN;39
BBA420F7;1;QSF;Lone Goat;MAIN;36
BBA420F7;2;MUL;Lone Goat;MAIN;33|35|38
BBA420F7;3;QCC;Lone Goat;MAIN;33
BBC73C87;1;QCC;Cerro Caliche;MAIN;67
BBC5733C;1;QSF;San Agustin;MAIN;48
BBC5733C;2;QAD;San Agustin;MAIN;50
BBC5733C;3;QCC;San Agustin;MAIN;50
BBD90106;1;QSF;Palito Mine;MAIN;44
BBD90106;2;SBV;Palito Mine;MAIN;41
BBBFB09F;1;QAD;VOK Zone;MAIN;54|66
BBBFB09F;2;QCC;VOK Zone;MAIN;54|66
BC1B0931;1;AUR;Santa Barbara;MAIN;42
BC1B0931;2;QSF;Santa Barbara;MAIN;42
BC6313F2;1;MUL;TUG;MAIN;35
BBF4661D;1;AUR;Los Socavones;MAIN;64|65
BCC45643;1;QSF;Bob Creek;MAIN;24
BC80550A;1;QAD;Maiz Azul;MAIN;59
BC80550A;2;QSF;Maiz Azul;MAIN;60
BC80550A;3;ALS;Maiz Azul;MAIN;63
BCBE2B53;1;QSF;Middle Zone;MAIN;49|50
BCBE2B53;2;QCC;Middle Zone;MAIN;49
BCC297E2;1;QSF;Los Planes;MAIN;78
BCF7B7FE;1;QSF;Penedela;MAIN;37|39
BD355C6B;1;QSF;Minera Florida;MAIN;54|55
BD355C6B;2;QCC;Minera Florida;MAIN;54
BD773FE2;1;QSF;Silver Crown Deposit;MAIN;31|32
BD62D88E;1;QAD;Tuvatu;MAIN;30
BD62D88E;2;TLD;Tuvatu;MAIN;32
BD62D88E;3;MGV;Tuvatu;MAIN;30
BD8A239D;1;ALS;Angostura;MAIN;30|31
BDD210DD;1;QCC;Peacock Area;MAIN;15|17|26
BDE82FF9;1;QCC;Kalana deposit;MAIN;70
BDEDC9F5;1;QSF;Fenelon Gold System;MAIN;85|87
BDEDC9F5;2;QCC;Fenelon Gold System;MAIN;87
BE64554F;1;QAD;Good Hope Deposit;MAIN;89|90
BE64554F;2;EXT;Good Hope Deposit;MAIN;86
BE64554F;3;MUL;Good Hope Deposit;MAIN;86
BE6D3F21;1;QSF;Dolphin gold deposit;MAIN;22
BE86DA06;1;QCC;Windfall Lake Deposit;MAIN;56
BE86DA06;2;EXT;Windfall Lake Deposit;MAIN;56
BE86DA06;3;QSF;Windfall Lake Deposit;MAIN;73
BEA57A9D;1;QCC;Cameron Gold Deposit;MAIN;61|64
BEA57A9D;2;QSF;Cameron Gold Deposit;MAIN;61|63
BEB178F9;1;QSF;Chépica I;MAIN;23|27
BEDC69DB;1;QSF;Xavantina Operations;MAIN;59|60
BEDC69DB;2;SHV;Xavantina Operations;MAIN;59|63
BEDB2365;1;QCC;Dryden Project;MAIN;51|60|68
BEDB2365;2;QSF;Dryden Project;MAIN;60|65
BEDB2365;3;AUR;Dryden Project;MAIN;55|59|60|64|65
BF096ED0;1;QCC;Calipuy Project;MAIN;26|27|29
BF096ED0;2;QSF;Calipuy Project;MAIN;30
BEDC763D;1;QSF;Goldstorm Deposit;MAIN;57|59
BEDC763D;2;QCC;Goldstorm Deposit;MAIN;57|58|59
BF8141AE;1;QSF;Hasbrouck;MAIN;74|76
BFAA847F;1;QSF;El Limon Mine;MAIN;42
BF67C208;1;QCC;Brucejack;MAIN;74|75|78|82|87
BF67C208;2;QAD;Brucejack;MAIN;74|78|87
BF67C208;3;QSF;Brucejack;MAIN;74
BF67C208;4;SBV;Brucejack;MAIN;83
BFB466CE;1;QCC;Herrick Deposit;MAIN;66|76
BFB466CE;2;QSF;Herrick Deposit;MAIN;65
C010DB0D;1;QCC;Herbert Gold Project;MAIN;20
C0491225;1;QSF;Homestake Zone;MAIN;48
C0491225;2;QCC;Homestake Zone;MAIN;48
C0BDB661;1;SHV;Pickle Crow;MAIN;74
C0BDB661;2;QCC;Pickle Crow;MAIN;87
C0BDB661;3;MUL;Pickle Crow;MAIN;79
C0980E72;1;QCC;East-side;MAIN;28|30
C0FFC32D;1;QCC;Ikkari;MAIN;74|88
C0FFC32D;2;QSF;Ikkari;MAIN;79
C10DB94D;1;QCC;TOP Property;MAIN;34
C10EF0EE;1;AUR;Three Bluffs;MAIN;18|44|45|46
C153AB3D;1;QSF;Boumadine;MAIN;65|82|84
C1FA381C;1;QSF;Klein Letaba-Frankie;MAIN;53|57
C1FA381C;2;QCC;Klein Letaba-Frankie;MAIN;53|56
C1FA84F8;1;QSF;Main Shaft Zone;MAIN;27|28
C1FA84F8;2;FLT;Main Shaft Zone;MAIN;27|28
C1FA84F8;3;EXT;Main Shaft Zone;MAIN;28
C21334CD;1;QSF;Makapela;MAIN;26
C21A5759;1;QAD;La Libertad/Santo Domingo Veins;MAIN;28|31
C26F1F8C;1;ALS;Goldfield Bonanza Project;MAIN;30|34
C28E9B1D;1;QAD;Sandman;MAIN;39|42|45|46
C27AA117;1;QCC;Cadia East;MAIN;90|94
C27AA117;2;MGV;Cadia East;MAIN;90
C2B1DC13;1;QSF;Guayabito;MAIN;17|20
C2B1DC13;2;SHV;Guayabito;MAIN;17
C2B1DC13;3;QCC;Guayabito;MAIN;23
C2D4ED71;1;QSF;Premier;MAIN;45
C2D4ED71;2;MUL;Premier;MAIN;45|46|47
C2D4ED71;3;QCC;Premier;MAIN;47
C34553CE;1;QSF;Mejia Mines;MAIN;28|31
C3231DCD;1;QCC;Eastern Gold Zone;MAIN;102|108
C3231DCD;2;SHV;Eastern Gold Zone;MAIN;110|115|117|118
C3231DCD;3;EXT;Eastern Gold Zone;MAIN;102|116|117
C3E5ABA8;1;AUR;El Rubi;MAIN;41|44
C3C798A6;1;AUR;New Liberty;MAIN;45
C43E564A;1;QSF;Rainy River deposit;MAIN;84|85|87
C43E564A;2;QCC;Rainy River deposit;MAIN;88
C43E564A;3;SHV;Rainy River deposit;MAIN;84|88
C43E564A;4;EXT;Rainy River deposit;MAIN;88
C4E5BDDB;1;AUR;Queen Vein;MAIN;19|20
C5029807;1;QSF;Windfall;MAIN;109
C5029807;2;SHV;Windfall;MAIN;112
C522D42F;1;QSF;Florida Canyon;MAIN;43
C522D42F;2;MUL;Florida Canyon;MAIN;43
C522D42F;3;QAD;Florida Canyon;MAIN;47
C54385C4;1;QSF;Rainy River;MAIN;73
