pdf_hash;deposit_id;tectonic_setting;pathfinder_elements;deposit_type;target_name;target_role;evidence_pages
2247650C;1;TORO;SB;ORO;Costerfield;MAIN;57|62|64
22AD3A96;1;TGGT;BA|W|SB|TE|MO|AS;ORO;Buffalo Ankerite;MAIN;80|89|95
22A21F9B;1;TORO;N/A;ORO|IRG;Segovia;MAIN;68|72|82
22B0F479;1;TUNK;AG|AS|SB|HG|TL;CAR;Goldstrike;MAIN;63|73|75|80|81
22EE8AF2;1;TGGT;K|RB;PRY|EPTL|BXH;Springpole;MAIN;75|79|80
23E2AB4F;1;TARC;N/A;IRG;Gramalote Ridge;MAIN;74|88
236C70C8;1;TGGT;W|AS;ORO;Pickle Crow;MAIN;52|79|87|88|91
23A8303F;1;TORO;AS|BI|CU|PB|SB|AG;CAR|SKN;Black Rock Canyon;MAIN;31|32|36|38
2300FDF5;1;TORO;N/A;IRG;Gramalote Ridge;MAIN;74|88
23FDF32D;1;TARC;N/A;PRY;Sullivan;MAIN;97|104|105
23E75060;1;TGGT;N/A;ORO;Rice Lake Mining Complex;MAIN;19|26
23EF2460;1;TRFT;N/A;PRY;Kışladağ;MAIN;47|53
23FB6FA3;1;TARC;N/A;EPTL;El Zapote;MAIN;35|36|38|45
2403233F;1;TGGT;N/A;ORO;Main Zone;MAIN;34|35|39
246B6C08;1;TGGT;N/A;ORO|IRG;Zone 18;MAIN;39|49|51
2489595B;1;TORO;AG|AS|BI;N/A;Plumas Property;MAIN;22|30|31
244E33F1;1;TORO;AG|AS|SB|PB|ZN|F|BA|V|TE|BI|W|SN|CU|MO;PRY|SKN|EPTL|EPTI|IRG|PLC;Tirokave;MAIN;37|42|53|54|55|77|78
248A80DD;1;TRFT;N/A;EPTL;Wildcat;MAIN;100|113
24B6ED4E;1;TORO;N/A;ORO;historic Shakespeare mine;MAIN;24|29
24AC8644;1;TARC;PB|ZN|FE|S|MO;IOC|PRY;Rio Grande;MAIN;28|29|39|46
24AE47D4;1;TARC;N/A;EPTL|EPTI;Coneto Project;MAIN;12|33|37|51
2599A162;1;TARC;FE|CU|PB|ZN|AG|BA;VMS;La Lechoza;MAIN;25|30|31|38
256394E9;1;TORO;AS|SB|HG|CU|AG|BI|TE;SKN|EPTL|BXH;El Valle-Boinás;MAIN;35|36|43|47|48
254D5EBC;1;TRFT;AS|SB|HG|SE;EPTL;Kilgore deposit;MAIN;67|68
250164CA;1;TARC;AG|SB|AS|BI|CD|CU|FE|HG|PB|S|W|ZN;EPTI|EPTH;Shahuindo;MAIN;85|96|100
25A7823F;1;TARC;AG|AS|SB;EPTL;Bayan Khundii;MAIN;81|96|100
25C0ABB4;1;TGGT;BI|AS|W|TE|SE|PB;IRG;Cheechoo;MAIN;53|54|61|62
25E7B8DC;1;TARC;AS|PB|MN|HG|ZN;PRY|EPTI|SKN|MAN;Çöpler;MAIN;88|91|106
25EF814D;1;TARC;CU|PB|SB|BA|AG|HG|ZN|AS|SN;EPTH;Hope Brook;MAIN;44|46|56|61|69|70
26140A92;1;TORO;N/A;PRY|SKN|IRG|EPTL;Nucleus Zone;MAIN;24|38|43|46|62
269058A8;1;TARC;N/A;ORO;SMG deposit;MAIN;47|50|54
26934DE8;1;TGGT;N/A;N/A;Wasamac deposit;MAIN;55|68
26D7FC67;1;TARC;SB|CU|MO|ZN|PB|HG|BI|U|AG;ORO;Boulder and Argillite Veins;MAIN;29|37|43
26AF7232;1;TARC;ZN|AG|CU|BI|MO;EPTI|EPTL;Blackwater;MAIN;100|114|120
26DAD65A;1;TARC;K|BA;VMS;Montagne d'Or;MAIN;37|40|44|47
26F4B236;1;TARC;AG|CU|ZN|AS|SB|BI|PB|SE|TE|HG;VMS;Montauban deposit;MAIN;92|94|101|103
26EED897;1;TRFT;N/A;EPTL;North Jumbo;MAIN;47|54|120
26F52283;1;TGGT;N/A;ORO;Macassa Mine;MAIN;26|27|32
2733C2DC;1;TORO;SB;ORO;Costerfield;MAIN;54|61|71|72
277066F5;1;TGGT;N/A;ORO;Ishkoday;MAIN;34|37|39
278777FD;1;TARC;AG|AS|SB|MO|CU;PRY|EPTL;Kabang;MAIN;24|25|28|29|31
27A66A82;1;TGGT;N/A;ORO;Rollo Property;MAIN;15|19
278C5D9A;1;TARC;CU|MO;PRY|BXH|EPTL;Cerro Vetas-NW Breccia-Chisperos;MAIN;33|45|52|69|73|74|75|76
2798BB0A;1;TGGT;N/A;PRY|EPTL|BXH;Springpole;MAIN;30|33|35
27B1AD13;1;TORO;PB|ZN;ORO;Cape Ray Gold Deposit;MAIN;49|64|65|70
285CAFFC;1;TARC;N/A;PRY|EPTI;Whistler Deposit;MAIN;36|38|59|60|70
2882AA24;1;TUNK;BI|W|TE|AS|SB|CO|CU|FE|MN|PB;IRG;Jethro Structure;MAIN;13|17|18
28D949DC;1;TARC;AG|BA|CU|PB|ZN;EPTH|EPTL;Los Venados;MAIN;35|44|45|46|47
27E713E8;1;TARC;AS|SB|AG|CU|PB|HG|BI|ZN|MN|MO;EPTH|EPTL|PRY;Las Pampas;MAIN;39|40|42|56|59|60|63|69|71|72|73|74|75|82|85
292E65F4;1;TARC;N/A;PRY|EPTI;Whistler Deposit;MAIN;37|39|60|72
28EBC9F8;1;TARC;N/A;IRG;Serra Alta;MAIN;86|89|96|101|102
28F8F5BC;1;TORO;SB;ORO;Costerfield;MAIN;56|64|75
298F6B30;1;TGGT;CU;ORO|IRG;Dickens Lake Property;MAIN;20|23|24
296FB1D8;1;TGGT;ZN|CU|PB|AG|CD;ORO|VMS;Perron Orogenic Gold System;MAIN;58|72|91|92|98|101
298B9AB6;1;TGGT;N/A;ORO;Detour Lake deposit;MAIN;57|75
29A622D6;1;TGGT;N/A;PRY;Falcons showings;MAIN;12|15
29FF6AC1;1;TGGT;AG|ZN|CU|AS;VMS;Black Dog Zone;MAIN;31|33|37|38
2A211886;1;TARC;N/A;EPTL;Pavon;MAIN;30|33
2A29512B;1;TORO;W|BI|CU|PB|ZN|MO|AG|SN|AS;IRG;Trun;MAIN;42|43|49|54|56|60|66
2A4816C3;1;N/A;N/A;EPTL;Moss Mine;MAIN;36
2AA338F6;1;N/A;N/A;PLC;Drybread;MAIN;24
2A8EBAD3;1;N/A;AG|AS|SB|K|LI|BI|W|TE|B|CD|CU|PB|ZN|HG;ORO|EPTI;Salmon Property;MAIN;15|16
2AD3818D;1;TUNK;N/A;EPTL;Chilko Property;MAIN;14|20
2AB98F65;1;TARC;K;EPTL;Ada Tepe;MAIN;50|54|55
2AD8235A;1;TARC;ZN;PRY;Red Mountain;MAIN;44|49|50
2B197A7F;1;TGGT;N/A;ORO;Philibert-I Showing;MAIN;26|35
2AEF1702;1;TORO;BI|TE|AS|W|SB|CU|PB;IRG;Valley;MAIN;31|38|40|44|52
2B2256D4;1;TARC;N/A;PLC;Nechí alluvial deposits;MAIN;59|61|64|67|68
2B556A56;1;TGGT;N/A;ORO;Monster Lake Shear Zone;MAIN;25|26|28|37
2B213DB7;1;TGGT;AG|CU;ORO|IRG;Morono M Zone;MAIN;71|73|82|87
2B1BF487;1;TARC;N/A;PRY|EPTI;Brucejack Deposit;MAIN;31|44|58
2BA444DA;1;TORO;N/A;ORO;A-1 Zone;MAIN;30
2BD6A010;1;TARC;ZN|PB;PRY|EPTL;White Pass zone;MAIN;46|54|58|62
2BE274E7;1;TARC;CU|MO|AS|BI;PRY|BXH;Alotta;MAIN;30|38|41|43
2C085221;1;TARC;N/A;EPTL;San José de Gracia;MAIN;22|30|31
2CA3F481;1;TARC;AS|SB|HG|TE|PB|ZN|BI|CU|V;EPTL;Pozo del Gringo;MAIN;24|32|39
2C0C0C0B;1;TARC;CU|MO;PRY;Main Zone;MAIN;16|24|26|33
2CCC1EE3;1;TORO;AG|AS|SB|K|LI|BI|W|TE|B|CD|CU|PB|ZN|HG;ORO;Irokindinskoye;MAIN;35|36|37|38
2C130F0E;1;TARC;ZN|AG|CU|BI|MO;EPTI|EPTL;Blackwater;MAIN;77|87|90
2CEFBFD8;1;TORO;N/A;CAR;Black Horse;MAIN;32|34
2D09CD8D;1;TARC;N/A;EPTL;Nuevo Milenio;MAIN;12|19
2CE8BABD;1;TARC;MO|S|PB;EPTL;Bayan Khundii;MAIN;13|32|33
2D0095C7;1;TRFT;PB|ZN|AG;EPTI|BXH;ATO;MAIN;49|50|52|54|58
2D3D88F8;1;TARC;AG|PB|ZN;EPTL;Big Missouri Deposit;MAIN;23|26|29
2D5553AA;1;TGGT;AS|SB|MO|TE|AG|ZN;IRG|ORO;Nelligan;MAIN;32|49|50|51
2DC6AF0E;1;TGGT;N/A;ORO;Main Zone (Viking Zone);MAIN;22|23|27|30
2D6CE2F9;1;TGGT;N/A;ORO;Granada;MAIN;38|46
2D90773D;1;TARC;AS;EPTL|EPTI;San Miguel;MAIN;35|36|40|59|62
2DE101D3;1;TARC;N/A;EPTL;Coricancha Mine Complex;MAIN;68|80
2DF2297F;1;TORO;PB|AS|AG;ORO;Lac Arsenault;MAIN;34|35|40|44|63
2DF06B23;1;TORO;AG|PB|AS|CU;CBM|PRY;Klaza Deposit;MAIN;22|28|33|34|35|97
2E2ADB8A;1;TARC;N/A;PRY;Boda;MAIN;36|38|45
2DF1505C;1;TARC;N/A;VMS|EPTI;Candelones;MAIN;71|77|80|94|95
2E57C9C0;1;TRFT;N/A;EPTL|EPTI;Martinetas;MAIN;65|67|72|74|87|98
2E95520C;1;TORO;BI|AG|AS|S|CU;ORO|IRG;Preview SW;MAIN;107|119|120|121
2ED64B88;1;TORO;AS;ORO;Selinsing;MAIN;59|63|64
2EC929DB;1;TARC;AG|ZN|CU;EPTI;Romero;MAIN;52|53|61|66
2F09AAC5;1;N/A;N/A;EPG;Las Juntas area veins;MAIN;19
2F5E8D68;1;N/A;CU|PB;N/A;Koster Dam;MAIN;8
2F6D3B65;1;TORO;AS|CU|MO|BI|TE;ORO;Elizabeth;MAIN;58|78|80|82|83
2F7EBA4A;1;TARC;N/A;PRY;Cerro Porfiro;MAIN;24|33|35
2F7468E3;1;TGGT;N/A;ORO|VMS;Pluto Property;MAIN;25|31
2FC72C40;1;TARC;AS|SB|HG;EPTL;Wires Prospect;MAIN;55|57|61
30053B98;1;TBAC;N/A;ORO|IRG;Palito;MAIN;36|44|46
305FCE81;1;TRFT;N/A;EPTL;Vernal;MAIN;18|23
300FEDE7;1;TARC;TL|RB|K;EPTL;Lawyers Trend;MAIN;83|90|92|97|99|111|112|116
3022F210;1;TGGT;MO|W;ORO;Ikkari;MAIN;83|102|109|111
30929FCC;1;TORO;N/A;EPTL|EPTI;Zancudo;MAIN;38|51|53
3085E31C;1;TARC;N/A;EPTL|EPTI|BXH;Condor breccia, dyke and dome complex;MAIN;43|61
30BF9789;1;TGGT;S|CU|MO|SB|BI|W|PB|ZN|TE|HG|AS|AG;ORO|VMS;Perron Gold Zones;MAIN;77|91|110
30EAF13D;1;TRFT;SE|S|HG;EPTL|EPTH|PLC;Sleeper;MAIN;43|47|58|68|69|70
313F913F;1;TORO;BI|TE|AG|PB|ZN;IRG;El Gualtal;MAIN;17|19|25
3150297D;1;TORO;AS|CU|AG|HG|SB;SKN|IRG;Biricu Property;MAIN;16|17|22|25|31|32|33|40
311404CD;1;TGGT;N/A;VMS|ORO;Rainy River Gold Project;MAIN;129|157
3167CC26;1;TBAC;CU|PB|ZN|AG|AS|SB;ORO;Middle River Gold Zone;MAIN;39|43|61|62|71|74|90
3182039A;1;TARC;AG|PB|ZN|K;EPTL;Big Missouri;MAIN;35|38|44
31B2F2EE;1;TARC;N/A;IRG|PRY|EPTL|BXH;La Fortuna;MAIN;46|48|53|54
3185C8FC;1;TORO;AG|PB|AS|CU;EPTI|EPTL|PRY|CBM;Klaza;MAIN;51|56|62|64
31F34736;1;TORO;AS;ORO;Golden Chest;MAIN;38|39
31D4C581;1;TORO;CU|PB|ZN|AS;SKN;Los Filos;MAIN;51|69|78|79
322B4273;1;TORO;AS|SB|HG|TL|W|MO;CAR;Wings Point;MAIN;16|18|20
323141BC;1;TARC;ZN|AG|PB;PRY|EPTL;San Agustin;MAIN;50|59|64
3279BA52;1;TGGT;N/A;ORO;Chibougamau property;MAIN;32|34|37
323E790F;1;TGGT;N/A;EPTL|VMS;Berens River;MAIN;25|33|37
32F18F09;1;TARC;N/A;VMS;Back Forty Deposit;MAIN;76|78|80|96|97|99
333B3B57;1;TGGT;N/A;ORO;Boyden;MAIN;24|25|29
3311C0B8;1;TARC;N/A;VMS;Lalor;MAIN;46|49|54|55
33701C20;1;TARC;AG|SB|CU|HG;EPTL;Drumlummon;MAIN;48|50
3322F5C1;1;TORO;N/A;SKN|EPG;Mt. Hamilton;MAIN;7|60|66|67
33D98D15;1;TARC;AS|SB|NI|BI;N/A;Kodiak Project;MAIN;14|19|21
34397D2A;1;TORO;AG|BI|TE|HG;ORO;Lira;MAIN;35|41|63
33A279AE;1;TARC;CU|MO|AG|PB|ZN|AS;EPTI|PRY|SKN;Umuna;MAIN;30|31|41|46|49|51|53|55|56
3425C690;1;TRFT;SE|HG|S;EPTL|EPTH|BXH|PLC;Sleeper deposit;MAIN;34|37|40|41|54|56|57
34508369;1;TORO;N/A;ORO;San Pablo vein;MAIN;22|24|26
34C16155;1;TARC;AG|SB|CU|HG;EPTL;Drumlummon;MAIN;38|48|50
3457AC4E;1;TORO;U|PB|BI|CU;N/A;Rompas;MAIN;14|17|25|32|43
34C796AC;1;TARC;AG|CU|PB|ZN|AS|BI|SB|TE;ORO;Cloud Drifter Trend;MAIN;27|32|37|45
34C6D6FF;1;TARC;N/A;IRG|EPTL;Tahuehueto;MAIN;39|43
350075F2;1;TORO;AS|SB|HG|PB|ZN|BI|TE;N/A;Dime Project;MAIN;15|16|21|22|24
34DE2D6A;1;TARC;AS;EPTL|PRY;VOK Zone;MAIN;31|52|68|72
35060722;1;TGGT;N/A;PRY|EPTL|BXH;Springpole;MAIN;43|46|48
34D6E9CB;1;TARC;N/A;EPTL;Mercedes;MAIN;69|72|76|81
35206A63;1;TORO;W|BI|TE;ORO|SKN|PRY;Björkdal;MAIN;50|59|63
356BDF5C;1;TGGT;AG|W|MO|AS|SB|BI|S|PB;ORO;Yaoure Central;MAIN;37|46|58|60|61|73
357F2DBF;1;TGGT;N/A;ORO;Troy Zone;MAIN;21|27|28
3592CC1C;1;TORO;AG|AS|SB|BI;IRG|PRY;Saddle Zone;MAIN;19|25|26
3598970A;1;TRFT;N/A;EPTL;Lovitt Mine;MAIN;23|24|28
35AD2016;1;TRFT;N/A;EPTL;San Andrés;MAIN;42|44|48|51
359A7B80;1;TARC;N/A;VMS|EPTH;Candelones Project;MAIN;42|46|51|52|54
35EF186E;1;TARC;BA|MN;EPTI;Tonopah West;MAIN;35|36|40|44|45
363AA7C2;1;TRFT;N/A;EPTL;Golden Reward;MAIN;13|14|18
362E520F;1;TGGT;AS|SB|MO|TE|AG|ZN;IRG|ORO;Nelligan;MAIN;32|49|50|51
364A028C;1;TRFT;AG|MN|AS;EPTL|EPTI;Breccia Zone (BZ);MAIN;36|45|47|51|53|57
36660BA9;1;TGGT;N/A;ORO;Croinor;MAIN;63|76|77
3731FD4F;1;TRFT;AS|SB|HG|BA|TL|ZN;CAR;Hot Spring Range Project;MAIN;12|13|21|22|23
3719C95B;1;TARC;BA|AS|SB;EPTL;Maiz Azul;MAIN;41|58|59|60
37743B3C;1;TGGT;CO|W;N/A;Rajapalot;MAIN;14|22|24|25|27
37B8CB8D;1;TORO;AS|BI|W|SB|CU|AG;IRG|CAR;Main Zone;MAIN;41|42|48|52|55|57
37C5771C;1;TORO;N/A;IRG|ORO;Advene Prospect;MAIN;36|37|42
37CFC744;1;TARC;W|AG|AS|SB|CD;EPTL|EPTH|EPTI|PRY;Vetas Gold Project;MAIN;51|52|56|59|61
37DBB67D;1;TGGT;N/A;ORO;Omai;MAIN;60|69|77
37F32166;1;TORO;AG|AS|SB;ORO;Taurus;MAIN;43|46|48|51
38072A1F;1;TARC;CU|AS|BA|BI|ZN|PB|HG;EPTH;Lagunas Norte;MAIN;46|49|56|64
386A2167;1;TORO;BI|W|TE|AS|MO|SB;IRG;Florin gold deposit;MAIN;28|34
37EEBE47;1;N/A;AG|CU|MO|MN|PB|ZN;SKN|PRY;Madison Project;MAIN;52|61|77
38750135;1;TORO;U|TH;REE;Lindsay Property;MAIN;20|24|26
3870A7FF;1;TGGT;AG|AS|SB;ORO;Diba;MAIN;77|84|88
38D8C5E3;1;TORO;W|ZN|MN;SKN;Luna Roja;MAIN;19|21|24
38BE749E;1;TORO;N/A;ORO;US Grant vein;MAIN;29|30|31|37
394489CC;1;TORO;AS|BI|TE;ORO|PRY|SKN;Prosperity Trend;MAIN;25|29|35|36
3919A867;1;TORO;AS|ZN|SB|MN|BA|MO;EPTI|SKN;Camino Rojo;MAIN;64|78|82|91
39213E42;1;TGGT;AS|SB;ORO|EPG;Newman Todd Structure;MAIN;65|66|88|90
39755FE7;1;TTRN;AS|MO;EPTL;Bullfrog;MAIN;70|82|83
39FB1932;1;TORO;AS|CU;ORO;Twin Hills;MAIN;131|133|141|142|146
39BA4386;1;TGGT;CU|AG;VMS|ORO;Eastmain Mine Gold Deposit;MAIN;28|37|38
39F25E45;1;TORO;CU;ORO;Groete Gold Copper Deposit;MAIN;24|27|30
39ABBA49;1;TARC;PB|ZN|MO|AG|CU|AS|MN;EPTL;Altan Nar;MAIN;14|15|27|31
39FD989F;1;TORO;BI|PB|AS|SB|NI|CU;N/A;QV Project;MAIN;14|18|19|21
3AAD1633;1;TORO;N/A;ORO;Frasergold;MAIN;27|30|31|38
3A620AFE;1;TORO;BI|AS|CU|W|TE|MO|SB|AG|PB;IRG|PRY|ORO;Dolphin;MAIN;21|22|27|30|35
3A6BCC4A;1;TGGT;N/A;VMS|ORO;Rainy River gold project;MAIN;55|77
3AE4029C;1;TARC;N/A;PRY;Sullivan;MAIN;97|104|118
3B88DE37;1;TARC;AS;PRY;Cangrejos Zone;MAIN;23|27
3AF05E90;1;TGGT;N/A;ORO;A8 3200 vein system;MAIN;36|44|45
3BBB00A1;1;TRFT;N/A;EPTL;Grassy Mountain;MAIN;76|85
3BDD510E;1;TORO;AS;ORO|IRG;Friday Zone;MAIN;36|40|41|42
3C15D2C0;1;TRFT;AS|SB|HG|MO|CU;EPTL;Cap Oeste;MAIN;35|38|43|59|68|69
3BEF5C5D;1;TRFT;AG|SB|AS|BA|HG;CAR;Pinion;MAIN;52|59|60|62|69
3C2708C6;1;TARC;N/A;EPTL;La Libertad;MAIN;77|80|81|83|84|91
3C2EA033;1;TARC;N/A;PRY|SKN|BXH;Didipio Gold-Copper Deposit;MAIN;41|44|54|57|61|63
3C417403;1;TARC;N/A;IRG|SKN|EPTL;Velardeña;MAIN;42|45|46|50
3C2FD135;1;TARC;AS|BA|HG|SB;EPTL;Las Casas Structural Corridor;MAIN;28|29|32|44|45|47|50|59|60
3C670972;1;TORO;N/A;ORO|VMS;Zun-Holba;MAIN;30|43
3C8E966A;1;TARC;N/A;PRY|EPTL;Kabang;MAIN;26|30|32
3C95B7B3;1;TRFT;AS|SB|HG|SE|AG|BA;EPTL|CAR;Goldstorm;MAIN;40|45|62|65|66|69
3CE2B9E0;1;TRFT;AG|SB|AS|BA|HG;CAR;Pinion;MAIN;95|100|116|117|118
3CE5E6C7;1;TARC;FE|K|AS|BA|BI|CU|HG|PB;EPTI;Shahuindo deposit;MAIN;41|50|52
3CFD0216;1;TRFT;AS|BA|SB;CAR;Marigold;MAIN;61|64|75|79|80
3CEFECB0;1;TARC;ZN|PB|CU;EPTH;Ranch Property;MAIN;56|59|62|63|73|75
3CF80026;1;TGGT;MO|W;ORO;Ikkari;MAIN;49|69|76|78
3D2058D1;1;TARC;N/A;EPTL;Angela Vein;MAIN;37|45
3D6BB6CE;1;TGGT;N/A;ORO;Instant Pond Zone;MAIN;20|23|25
3D811AC2;1;TARC;N/A;EPTI;Atenea Vein;MAIN;50|52|61|62
3D840C52;1;TGGT;N/A;PRY|BXH;Côté Lake;MAIN;15|50|61|64|65
3DEAA3DE;1;TARC;MN|BA|SB|ZN|CU|PB;EPTL|IRG;Qiriyaga Hill;MAIN;73|84|95
3DED1690;1;TORO;AG|AS|BA|BI|CU|SB|MO|PB|TE|W;ORO;Glen Morrison Goldfield;MAIN;22|26|30
3DFA7D26;1;TARC;MN|BA|SB|ZN|CU|PB;EPTL|IRG;Qiriyaga Hill;MAIN;66|77|88|95
3E129F62;1;TTRN;AS|HG|SB;EPTL;Comstock Lode;MAIN;73|76|87|95
3DF016AA;1;TORO;AS|SB;ORO;CNRG Project;MAIN;33|44|45
3E290B9E;1;TGGT;N/A;IRG|ORO;Mckenzie Break Deposit;MAIN;47|52|58|59
3F048ECD;1;TARC;N/A;EPTL|PRY|SKN;Caribe;MAIN;23|24
3F31C6FF;1;TORO;AS|CU;SKN|ORO;Goldkuppe;MAIN;30|43|47
3E525573;1;TRFT;AG|AS|HG|SB|SE;EPTL;Mexican Hat;MAIN;29|37|39|40|47
3F442383;1;TARC;AS|W|MO|SB|TE|SE|BI|CR|B|BA;ORO;Komis;MAIN;25|28
3F4AA2EA;1;TARC;N/A;EPTL;Carmen Deposit;MAIN;21|24
3F5CB0D2;1;TORO;AS|BA|BI|SB|TE|TL|HG|CD|PB|ZN|CU;SKN|ORO|EPTL;Mt. Anderson;MAIN;36|40|42|52|54|55|56|59|63|76
3E327028;1;TARC;AG|PB|ZN;EPTI|EPTL;Premier;MAIN;52|55|61|74
3FB632CD;1;TORO;AG|PB|SB|AS;ORO;Shajinba;MAIN;28|30|36|40|47
3FBE81E2;1;TGGT;N/A;VMS;Horne 5 deposit;MAIN;148|199|201|202
402299AD;1;TARC;ZN|AG|PB;EPTI|PRY|BXH;San Agustin;MAIN;43|50|54
404DD998;1;TORO;AS|BI|MO|SE|SB|TE|W;ORO;Chaminé;MAIN;61|62|68
402406AC;1;TARC;N/A;EPTL|PRY;Cristina Vein System;MAIN;27|32|36
40A39DC1;1;TGGT;K|RB|AG|TE|F;PRY|EPTL|BXH|IRG;Springpole;MAIN;42|45|46|47
40A828C7;1;TCRA;N/A;PLC;Blyvoor;MAIN;66|67|75
40C52936;1;TARC;AS;EPTL;El Limón;MAIN;48|54|59
40E9B945;1;TGGT;N/A;ORO;Koné;MAIN;45|68
40F9D281;1;TORO;SB|W|AS;CAR|EPG;BYP Gold Mineralization;MAIN;35|43|46
40F0189F;1;TARC;CU|PB|ZN|AS|AG|MO;EPTI;Sarita Este Gold Zone;MAIN;10|11|14|15|16
414D5F62;1;TARC;AG|CU|PB|ZN|MO|AS|SB|BA;VMS;La Mina;MAIN;66|87|91|92|93|94|95
41B2CA62;1;TARC;BI|W|CU|AG|SB|AS;ORO|IRG|EPTI|PRY|BXH;Quebrada Grande Project;MAIN;33|42|43|44|46
41D7AD7F;1;TORO;AS|SB|BI;EPG;Independence Shallow;MAIN;43|45|54|57
41DC0465;1;TARC;N/A;EPTL;Mina Real;MAIN;21|26|29
42224C5C;1;TARC;AG|AS|SB;VMS;Tide North;MAIN;14|16|20|21|22
421A2FEB;1;TRFT;N/A;DFR|EPTL;Copperstone;MAIN;53|63|64|65
42526E81;1;TARC;N/A;EPTL;Commonwealth;MAIN;48|50|60|62
4258E8C9;1;TGGT;N/A;ORO;Beta Hunt Gold;MAIN;54|68|69|70
428D93C5;1;TORO;AG|PB|ZN;MAN;Olympias;MAIN;22|50|57|59
42BC01F5;1;TGGT;N/A;ORO;Ormsby Zone;MAIN;21|36|37|38
42A14A11;1;TARC;HG|SB|ZN|PB|MO|AS|W;BXH|PRY|EPTH;Soledad Breccia Pipes;MAIN;36|46|47|48|49
4299A264;1;TARC;AS|AG|ZN|HG|CU;IRG|ORO;Yellow Giant;MAIN;42|44|49|50|52|53
4329AA96;1;TORO;AS|SB|W;ORO;Queensway Project;MAIN;61|69|72|76|77
4342F063;1;TGGT;N/A;ORO;Vezza;MAIN;31|40
4366213D;1;TARC;AS|BA|BI|HG|SB|W;EPTH|BXH;Tres Cerros;MAIN;50|56|62|96
432EB1F7;1;TARC;N/A;ORO;Alto Quemado Vein System;MAIN;18|20|34
4378DF47;1;TARC;N/A;PRY|EPTI;Novo Mundo;MAIN;55|65
437D4597;1;TORO;AS|PB|ZN;ORO;RRMZ;MAIN;84|100|118|126|127
43CE03C8;1;TORO;AS|BI|W|SB|CU;CAR|IRG;Main Zone;MAIN;26|28|29|35|39|42
43F71BA8;1;TBAC;AS|TE|SB|ZN|PB|AG;EPTI;Certej;MAIN;39|41|42|43
43CD2CEF;1;TARC;AS|CU|AG|PB|ZN|SB;EPTH;Binebase-Bawone;MAIN;28|36|38|39|44
442D2A9D;1;TRFT;N/A;BXH;Carache Canyon;MAIN;36|37|43|50
44319179;1;TORO;AG|PB|AS|BI|TL|W;EPTL|EPTI;Durusu;MAIN;15|19|21|23
43FD9B63;1;TRFT;N/A;EPTL|BXH;Sandman;MAIN;32|44|45
4458DADE;1;TBAC;N/A;ORO;NX Gold Mine;MAIN;47|52|55
44678F79;1;TARC;N/A;EPTH;Amulsar;MAIN;29|35
447CF32A;1;TARC;PB|BA;EPTI|SKN|PLC;Panama Group;MAIN;87|96|97|101
446C98BF;1;TARC;N/A;PRY|EPTI;Brucejack Deposit;MAIN;64|82
449C624A;1;TRFT;AS|SB|HG;EPTL;Main Zone;MAIN;29|31|36|37|44|52|54
447790DE;1;TORO;N/A;ORO|IRG;Segovia;MAIN;74|77|88
44AC1D7E;1;TORO;MO|AG;SKN;Heino-Money Zone;MAIN;33|39|41
44B237CE;1;TARC;PB|ZN|AS|SB|HG|TE|BI|CU|V;EPTL;Pozo del Gringo;MAIN;32|36|43|46|47
44BF137C;1;TARC;AS|SB|HG;EPTL|VMS;Homestake Zone;MAIN;47|61|62|63
44C869B7;1;TARC;AG|CU|MO;EPTL;El Volcan Mine;MAIN;37|40|42|43|46|47|55
44CDCB65;1;TGGT;N/A;ORO;Barry;MAIN;55|66
44EDF40C;1;TORO;SB|AS;ORO;Costerfield;MAIN;40|50|51|56|60
4514DE89;1;TGGT;AS|AG|PB;ORO;Goldhawk;MAIN;30|44|51|76
45196AE8;1;TORO;BI|AS|SB|W;IRG;Clarence Stream;MAIN;27|36
4525C531;1;TGGT;AG|CU;VMS|ORO;Eastmain Mine Deposit;MAIN;42|63|71
453DE368;1;TARC;N/A;IRG;Palito Mine;MAIN;40|48
45777B56;1;TARC;N/A;EPTL;Casposo;MAIN;47|53
4582D235;1;TRFT;AS|SB|HG|CU|MO|AG;EPTL|BXH;COSE;MAIN;33|34|41|50|51|53
45A2A397;1;TORO;BI|W|TE|MO|AS|SB|AG|PB|ZN;IRG|SKN;AurMac;MAIN;45|52|53|56
4601278E;1;TGGT;N/A;ORO;Laverty Main Zone;MAIN;28|39|40
45DEA277;1;TORO;AS|SB|AG|PB|ZN|HG;IRG|ORO;Mt. Hinton;MAIN;38|40|48|56|58
45AAB2FD;1;TARC;AG|AS|SB|CU|PB|MO|BI|HG|ZN;EPTH|BXH;Guanaco;MAIN;80|84|101|104|109|116|117|132
4626F827;1;TARC;W|PB|ZN;PRY|BXH;Revenue;MAIN;37|44|46
46414CCB;1;TRFT;AG|AS|HG|SB|TL;EPTL;Mexican Hat;MAIN;41|49|53|74
46771F7C;1;TGGT;BI|TE;ORO;Hammond Reef;MAIN;30|35|37|43
46952A22;1;TGGT;CU|MN|MO|PB|BI|AG;ORO;Arthington;MAIN;69|76|78|94
46B175EA;1;N/A;N/A;CAR;Northumberland;MAIN;39
46D9512A;1;TORO;PB|AS|AG;ORO;Lac Arsenault;MAIN;13|34|35|36|42|61
4752C21D;1;TARC;HG|AS;EPTL;Rodeo;MAIN;25|29|35|42
